Date,Yellow,Red,Orange,Blue,Green,Brown,Total
2019-01-01,8454,946671,497689,1055021,461577,284014,3253426
2019-01-02,14834,1150723,815558,1297743,713420,511476,4503754
2019-01-03,15732,1144475,825213,1304500,726154,519638,4535712
2019-01-04,16236,1286008,860088,1416039,767586,549528,4895485
2019-01-05,11288,1068531,648833,1201934,604037,364301,3898924
2019-01-06,8602,852052,511122,995391,462436,282492,3112095
2019-01-07,15092,1131545,795674,1251254,681554,494394,4369513
2019-01-08,15360,1129236,810414,1276063,700718,510224,4442015
2019-01-09,15552,1145792,815278,1289574,709128,512248,4487572
2019-01-10,16326,1183237,819816,1317468,721032,521042,4578921
2019-01-11,16844,1278352,871581,1469580,796086,554892,4987335
2019-01-12,12576,1115200,681928,1312828,636158,387016,4145706
2019-01-13,10825,1008202,566977,1111176,530818,316873,3544871
2019-01-14,14830,1123522,779704,1284698,691177,488900,4382831
2019-01-15,15312,1138640,794452,1304475,703378,503363,4459620
2019-01-16,15490,1103935,808754,1326532,716873,512722,4484306
2019-01-17,15878,1134660,809902,1335982,721884,517975,4536281
2019-01-18,16815,1281504,873538,1513760,794863,570032,5050512
2019-01-19,13832,1218778,792419,1470644,719458,484479,4699610
2019-01-20,10186,1003510,588334,1195936,546684,335362,3680012
2019-01-21,15120,1120377,796830,1339162,712824,494288,4478601
2019-01-22,15166,1145382,796507,1333728,720412,494698,4505893
2019-01-23,15814,1184482,810500,1367013,739806,508938,4626553
2019-01-24,15598,1206332,812352,1371042,743616,514022,4662962
2019-01-25,16570,1332520,851966,1497670,779526,541707,5019959
2019-01-26,12419,1213068,704908,1357074,665596,389462,4342527
2019-01-27,10324,1119808,597162,1160694,583086,317116,3788190
2019-01-28,15012,1207756,797946,1361728,725844,494154,4602440
2019-01-29,14776,1162486,796000,1364390,723205,508871,4569728
2019-01-30,15083,1175700,804610,1388713,729806,521824,4635736
2019-01-31,15000,1159812,796264,1396537,724597,506714,4598924
2019-02-01,14072,1125014,780216,1408657,722332,483498,4533789
2019-02-02,8378,856114,523052,1061096,485630,294184,3228454
2019-02-03,6185,714686,405982,817900,374793,223748,2543294
2019-02-04,4749,458196,272158,494011,226250,138486,1593850
2019-02-05,7006,881694,450788,912118,353358,218120,2823084
2019-02-06,7714,976769,450459,928604,377246,252470,2993262
2019-02-07,8472,1143294,493576,1103885,439194,309066,3497487
2019-02-08,8960,1061524,515121,1132555,463871,297630,3479661
2019-02-09,9334,970200,543652,1161517,488898,299813,3473414
2019-02-10,8404,902764,514721,1038092,447909,285952,3197842
2019-02-11,14376,1078054,755470,1265572,648635,470784,4232891
2019-02-12,14873,1140691,781036,1298812,679013,493052,4407477
2019-02-13,15377,1156678,793087,1329618,695510,503055,4493325
2019-02-14,15584,1198445,804344,1385568,737630,519326,4660897
2019-02-15,16832,1303966,852158,1510704,788130,552500,5024290
2019-02-16,12533,1270142,724854,1535134,744525,411420,4698608
2019-02-17,9912,1149071,613942,1288172,618762,354223,4034082
2019-02-18,15330,1139010,810027,1340068,719531,511678,4535644
2019-02-19,15284,1150516,820568,1344944,733904,523539,4588755
2019-02-20,15617,1179118,830436,1327593,737148,521086,4610998
2019-02-21,15782,1180666,825476,1317232,738160,520784,4598100
2019-02-22,16158,1212532,856398,1413096,770856,535285,4804325
2019-02-23,14392,1203110,828650,1435675,783402,498996,4764225
2019-02-24,9471,859113,540240,1105624,552814,297010,3364272
2019-02-25,15296,1133288,813254,1277484,700397,509220,4448939
2019-02-26,15481,1175985,824866,1294432,716310,518492,4545566
2019-02-27,16402,1281716,863700,1408790,754074,539684,4864366
2019-02-28,9738,1126580,620584,1215154,572422,356910,3901388
2019-03-01,10871,1271108,639354,1222434,573092,373036,4089895
2019-03-02,11080,1251290,649270,1231188,590871,373580,4107279
2019-03-03,8408,850684,496840,984884,465026,273970,3079812
2019-03-04,14978,1116512,796329,1257316,686202,501626,4372963
2019-03-05,15542,1145112,819460,1288884,711564,522532,4503094
2019-03-06,15340,1130966,830182,1320361,725188,528966,4551003
2019-03-07,15956,1137473,846868,1338134,739067,536430,4613928
2019-03-08,16636,1266210,898158,1495763,810218,575052,5062037
2019-03-09,11492,1048308,675856,1298245,679175,379285,4092361
2019-03-10,9712,927118,557488,1084555,528262,301626,3408761
2019-03-11,15290,1139442,811428,1281372,716739,502203,4466474
2019-03-12,15604,1184791,830164,1303026,735485,525484,4594554
2019-03-13,15536,1188052,831130,1314353,738974,524351,4612396
2019-03-14,15508,1181640,826900,1317753,735620,523573,4600994
2019-03-15,16492,1295828,885230,1498996,801242,567298,5065086
2019-03-16,12432,1164226,708642,1367370,707702,406308,4366680
2019-03-17,10292,1041068,588064,1158132,587222,342690,3727468
2019-03-18,14996,1148404,806086,1300370,703959,511894,4485709
2019-03-19,15230,1164735,820511,1276904,721848,520279,4519507
2019-03-20,15348,1171710,826542,1296312,732442,520216,4562570
2019-03-21,15276,1176532,823748,1303330,733520,520720,4573126
2019-03-22,16418,1280688,863627,1443618,785148,552466,4941965
2019-03-23,11961,1141593,673518,1252298,643756,378708,4101834
2019-03-24,8972,927168,541724,1029608,519600,300542,3327614
2019-03-25,15052,1107434,804959,1262357,693956,497813,4381571
2019-03-26,15532,1160360,818454,1301806,721052,530850,4548054
2019-03-27,15536,1169181,825194,1329860,728726,538082,4606579
2019-03-28,15432,1174895,823392,1341330,740068,540031,4635148
2019-03-29,15990,1266254,859213,1457262,778720,561318,4938757
2019-03-30,10470,1129799,667440,1269462,660399,414252,4151822
2019-03-31,8664,947289,541490,1040030,514496,324358,3376327
2019-04-01,14747,1072668,782191,1244835,682831,490818,4288090
2019-04-02,14914,1101306,780190,1260396,680842,504249,4341897
2019-04-03,15470,1159350,796579,1357494,706711,510172,4545776
2019-04-04,8684,991398,545326,1076687,498781,347300,3468176
2019-04-05,7420,898058,487681,962701,469073,304945,3129878
2019-04-06,9768,1120617,595078,1146360,567766,358142,3797731
2019-04-07,8790,949470,516164,1003006,476988,302835,3257253
2019-04-08,14758,1099218,780776,1228136,676204,490946,4290038
2019-04-09,15246,1109319,801851,1241242,690574,507251,4365483
2019-04-10,15376,1122194,813802,1264744,706714,513452,4436282
2019-04-11,15621,1121170,819674,1288508,717362,518316,4480651
2019-04-12,16181,1250834,865160,1428998,773463,552548,4887184
2019-04-13,10876,1118698,668290,1260454,635119,390436,4083873
2019-04-14,9799,1018718,562381,1091958,537748,324430,3545034
2019-04-15,15144,1121969,798676,1263508,697202,493322,4389821
2019-04-16,15510,1102684,817090,1267358,713108,515438,4431188
2019-04-17,15408,1173950,822574,1308180,731618,527387,4579117
2019-04-18,14286,1087434,766517,1207979,678090,488899,4243205
2019-04-19,16116,1278828,865501,1459477,792590,557372,4969884
2019-04-20,11469,1152004,688022,1283752,682373,378097,4195717
2019-04-21,9628,1012338,562200,1071120,550866,316330,3522482
2019-04-22,14924,1101713,791412,1248111,691753,499646,4347559
2019-04-23,15187,1140088,810194,1277686,712666,517412,4473233
2019-04-24,15254,1153484,814090,1320146,729054,529392,4561420
2019-04-25,15324,1158220,815201,1332168,729474,530292,4580679
2019-04-26,16339,1290232,862232,1474402,797399,560418,5001022
2019-04-27,11654,1179628,686508,1327104,678592,402702,4286188
2019-04-28,9228,1055890,572404,1116841,579038,327056,3660457
2019-04-29,14694,1154046,799362,1282986,705276,501968,4458332
2019-04-30,15321,1188846,826196,1337100,743050,528762,4639275
2019-05-01,10066,983529,641845,1123434,574753,371332,3704959
2019-05-02,15356,1185666,832702,1327871,749044,530518,4641157
2019-05-03,15972,1353376,868544,1469041,803628,558202,5068763
2019-05-04,11016,1188394,674024,1270697,644560,385037,4173728
2019-05-05,9394,1053619,581326,1112878,554576,327117,3638910
2019-05-06,15146,1125104,815178,1277562,707732,514190,4454912
2019-05-07,15592,1116259,827918,1275310,716390,520822,4472291
2019-05-08,15272,1125348,823640,1297286,718238,527746,4507530
2019-05-09,15589,1120583,836086,1323348,734978,535412,4565996
2019-05-10,16090,1266499,863399,1474848,786836,556840,4964512
2019-05-11,11107,1070400,650923,1249221,624844,362520,3969015
2019-05-12,8830,943880,530537,1049659,493155,296219,3322280
2019-05-13,14188,1103371,785830,1240401,685922,492252,4321964
2019-05-14,14944,1112256,800066,1259396,700140,504928,4391730
2019-05-15,15186,1132779,809364,1280936,724376,511148,4473789
2019-05-16,15013,1134719,806624,1285902,722908,510630,4475796
2019-05-17,15654,1249173,861854,1450383,795559,545508,4918131
2019-05-18,12080,1146050,684911,1301966,673110,396043,4214160
2019-05-19,9366,1033134,572566,1127052,569462,333905,3645485
2019-05-20,14326,1049854,780929,1217617,676765,482500,4221991
2019-05-21,14832,1123030,801854,1260602,708068,506460,4414846
2019-05-22,14964,1134718,806783,1269479,712472,509464,4447880
2019-05-23,15230,1134797,809597,1282362,723204,512710,4477900
2019-05-24,16186,1264977,850852,1429492,784770,542599,4888876
2019-05-25,12715,1181896,693129,1294649,685418,381558,4249365
