line,station,date,people
Green,小碧潭,2021-01-01,7003.0
Green,新店,2021-01-01,20470.0
Green,新店區公所,2021-01-01,15400.0
Green,七張,2021-01-01,21660.0
Green,大坪林,2021-01-01,17589.5
Green,景美,2021-01-01,22511.0
Green,萬隆,2021-01-01,13724.0
Green,公館,2021-01-01,38310.0
Green,台電大樓,2021-01-01,22086.0
Green,古亭,2021-01-01,16468.5
Green,中正紀念堂,2021-01-01,10135.0
Green,小南門,2021-01-01,6368.0
Green,中山,2021-01-01,31550.5
Green,西門,2021-01-01,46606.0
Green,北門,2021-01-01,17110.0
Green,松江南京,2021-01-01,13918.5
Green,台北小巨蛋,2021-01-01,19199.0
Green,南京三民,2021-01-01,21375.0
Green,松山,2021-01-01,29435.0
Green,南京復興,2021-01-01,15900.0
Green,小碧潭,2021-01-02,6960.0
Green,新店,2021-01-02,22083.0
Green,新店區公所,2021-01-02,16688.0
Green,七張,2021-01-02,23389.0
Green,大坪林,2021-01-02,19886.0
Green,景美,2021-01-02,24886.0
Green,萬隆,2021-01-02,14895.0
Green,公館,2021-01-02,42527.0
Green,台電大樓,2021-01-02,24507.0
Green,古亭,2021-01-02,20113.5
Green,中正紀念堂,2021-01-02,12153.5
Green,小南門,2021-01-02,7331.0
Green,中山,2021-01-02,34930.5
Green,西門,2021-01-02,48110.0
Green,北門,2021-01-02,18713.0
Green,松江南京,2021-01-02,14865.5
Green,台北小巨蛋,2021-01-02,30252.0
Green,南京三民,2021-01-02,24101.0
Green,松山,2021-01-02,31693.0
Green,南京復興,2021-01-02,18376.5
Green,小碧潭,2021-01-03,6819.0
Green,新店,2021-01-03,22690.0
Green,新店區公所,2021-01-03,15961.0
Green,七張,2021-01-03,21706.0
Green,大坪林,2021-01-03,17965.5
Green,景美,2021-01-03,24378.0
Green,萬隆,2021-01-03,14912.0
Green,公館,2021-01-03,40981.0
Green,台電大樓,2021-01-03,23334.0
Green,古亭,2021-01-03,18391.5
Green,中正紀念堂,2021-01-03,11495.5
Green,小南門,2021-01-03,6710.0
Green,中山,2021-01-03,28021.5
Green,西門,2021-01-03,36608.5
Green,北門,2021-01-03,15841.0
Green,松江南京,2021-01-03,12630.0
Green,台北小巨蛋,2021-01-03,26070.0
Green,南京三民,2021-01-03,21559.0
Green,松山,2021-01-03,26791.0
Green,南京復興,2021-01-03,15600.5
Green,小碧潭,2021-01-04,6483.0
Green,新店,2021-01-04,23952.0
Green,新店區公所,2021-01-04,24980.0
Green,七張,2021-01-04,34300.0
Green,大坪林,2021-01-04,31769.5
Green,景美,2021-01-04,33983.0
Green,萬隆,2021-01-04,20402.0
Green,公館,2021-01-04,52072.0
Green,台電大樓,2021-01-04,33563.0
Green,古亭,2021-01-04,32507.0
Green,中正紀念堂,2021-01-04,20096.5
Green,小南門,2021-01-04,22920.0
Green,中山,2021-01-04,31500.5
Green,西門,2021-01-04,42082.0
Green,北門,2021-01-04,21984.0
Green,松江南京,2021-01-04,34479.5
Green,台北小巨蛋,2021-01-04,45620.0
Green,南京三民,2021-01-04,49096.0
Green,松山,2021-01-04,46822.0
