line,station,date,people
Yellow,大坪林,2020-01-01,6838.0
Yellow,頭前庄,2020-01-01,1801.5
Yellow,十四張,2020-01-01,0.0
Yellow,秀朗橋,2020-01-01,0.0
Yellow,景平,2020-01-01,0.0
Yellow,中和,2020-01-01,0.0
Yellow,橋和,2020-01-01,0.0
Yellow,中原,2020-01-01,0.0
Yellow,板新,2020-01-01,0.0
Yellow,新埔民生,2020-01-01,0.0
Yellow,幸福,2020-01-01,0.0
Yellow,新北產業園區,2020-01-01,0.0
Yellow,大坪林,2020-01-02,12977.5
Yellow,頭前庄,2020-01-02,2523.0
Yellow,十四張,2020-01-02,0.0
Yellow,秀朗橋,2020-01-02,0.0
Yellow,景平,2020-01-02,0.0
Yellow,中和,2020-01-02,0.0
Yellow,橋和,2020-01-02,0.0
Yellow,中原,2020-01-02,0.0
Yellow,板新,2020-01-02,0.0
Yellow,新埔民生,2020-01-02,0.0
Yellow,幸福,2020-01-02,0.0
Yellow,新北產業園區,2020-01-02,0.0
Yellow,大坪林,2020-01-03,14125.0
Yellow,頭前庄,2020-01-03,2754.5
Yellow,十四張,2020-01-03,0.0
Yellow,秀朗橋,2020-01-03,0.0
Yellow,景平,2020-01-03,0.0
Yellow,中和,2020-01-03,0.0
Yellow,橋和,2020-01-03,0.0
Yellow,中原,2020-01-03,0.0
Yellow,板新,2020-01-03,0.0
Yellow,新埔民生,2020-01-03,0.0
Yellow,幸福,2020-01-03,0.0
Yellow,新北產業園區,2020-01-03,0.0
Yellow,大坪林,2020-01-04,10334.5
Yellow,頭前庄,2020-01-04,2256.0
Yellow,十四張,2020-01-04,0.0
Yellow,秀朗橋,2020-01-04,0.0
Yellow,景平,2020-01-04,0.0
Yellow,中和,2020-01-04,0.0
Yellow,橋和,2020-01-04,0.0
Yellow,中原,2020-01-04,0.0
Yellow,板新,2020-01-04,0.0
Yellow,新埔民生,2020-01-04,0.0
Yellow,幸福,2020-01-04,0.0
Yellow,新北產業園區,2020-01-04,0.0
Yellow,大坪林,2020-01-05,8138.5
Yellow,頭前庄,2020-01-05,1977.5
Yellow,十四張,2020-01-05,0.0
Yellow,秀朗橋,2020-01-05,0.0
Yellow,景平,2020-01-05,0.0
Yellow,中和,2020-01-05,0.0
Yellow,橋和,2020-01-05,0.0
Yellow,中原,2020-01-05,0.0
Yellow,板新,2020-01-05,0.0
Yellow,新埔民生,2020-01-05,0.0
Yellow,幸福,2020-01-05,0.0
Yellow,新北產業園區,2020-01-05,0.0
Yellow,大坪林,2020-01-06,12967.5
Yellow,頭前庄,2020-01-06,2521.5
Yellow,十四張,2020-01-06,0.0
Yellow,秀朗橋,2020-01-06,0.0
Yellow,景平,2020-01-06,0.0
Yellow,中和,2020-01-06,0.0
Yellow,橋和,2020-01-06,0.0
Yellow,中原,2020-01-06,0.0
Yellow,板新,2020-01-06,0.0
Yellow,新埔民生,2020-01-06,0.0
Yellow,幸福,2020-01-06,0.0
Yellow,新北產業園區,2020-01-06,0.0
Yellow,大坪林,2020-01-07,13122.0
Yellow,頭前庄,2020-01-07,2557.0
Yellow,十四張,2020-01-07,0.0
Yellow,秀朗橋,2020-01-07,0.0
Yellow,景平,2020-01-07,0.0
Yellow,中和,2020-01-07,0.0
Yellow,橋和,2020-01-07,0.0
Yellow,中原,2020-01-07,0.0
Yellow,板新,2020-01-07,0.0
