Date,Yellow,Red,Orange,Blue,Green,Brown,Total
2022-01-01,53993,778313,449245,892190,428616,246170,2848527
2022-01-02,45826,682188,400249,771868,354778,213525,2468434
2022-01-03,80943,902640,693768,1029642,568502,421838,3697333
2022-01-04,82088,922554,712909,1053960,585829,440488,3797828
2022-01-05,83394,939512,724274,1075656,601378,444570,3868784
2022-01-06,83640,939704,726186,1094494,611038,452812,3907874
2022-01-07,89620,1024508,761120,1204482,651210,475188,4206128
2022-01-08,56784,776392,524965,945538,469326,280434,3053439
2022-01-09,45884,652639,411578,753502,365886,215309,2444798
2022-01-10,81272,906004,698878,1041537,573248,424602,3725541
2022-01-11,83708,900316,721820,1064018,595748,433328,3798938
2022-01-12,83253,898970,711204,1065068,593553,433386,3785434
2022-01-13,82426,896673,710957,1063083,591952,432218,3777309
2022-01-14,86037,980840,741814,1156152,631154,452852,4048849
2022-01-15,51912,701143,484181,832312,430542,261404,2761494
2022-01-16,43404,600108,388486,692758,351144,211213,2287113
2022-01-17,80056,840511,672409,1005576,565108,407610,3571270
2022-01-18,80088,851291,676820,1006938,576116,415154,3606407
2022-01-19,79897,871392,686088,1032436,585066,421148,3676027
2022-01-20,82235,909429,706580,1082638,609705,433862,3824449
2022-01-21,82200,857157,688305,1068860,592507,412329,3701358
2022-01-22,65714,727517,593196,984368,510928,334990,3216713
2022-01-23,39454,532641,373768,667350,333350,196907,2143470
2022-01-24,75006,792372,624061,972243,540296,371638,3375616
2022-01-25,73552,809548,631004,985464,551056,374754,3425378
2022-01-26,73460,813570,626298,975411,552494,377936,3419169
2022-01-27,73962,813486,620297,968560,537366,370470,3384141
2022-01-28,72572,792248,605506,987704,530220,357006,3345256
2022-01-29,36646,482168,344274,627495,292063,178784,1961430
2022-01-30,28376,358360,256746,473022,218090,131554,1466148
2022-01-31,24856,268941,197186,316182,145915,96961,1050041
2022-02-01,24292,302771,210384,388738,162922,102769,1191876
2022-02-02,32384,390024,256482,447816,199146,125458,1451310
2022-02-03,28718,331385,224476,436614,183905,117562,1322660
2022-02-04,36138,456476,306243,559792,250584,155478,1764711
2022-02-05,40008,526044,354959,638468,300418,185478,2045375
2022-02-06,38606,524463,348440,618567,303390,185318,2018784
2022-02-07,71220,773610,600440,927427,513292,356152,3242141
2022-02-08,73277,779972,617286,948717,526892,365716,3311860
2022-02-09,73274,784127,616802,956170,534784,367346,3332503
2022-02-10,73754,823408,626142,975862,543228,374022,3416416
2022-02-11,79731,929726,677539,1066882,582034,415564,3751476
2022-02-12,50651,774201,480556,838298,427523,255239,2826468
2022-02-13,43370,671430,397708,720914,368244,213038,2414704
2022-02-14,80026,855754,671392,1016580,572526,411666,3607944
2022-02-15,78660,854534,665588,994743,567860,413715,3575100
2022-02-16,78920,878874,674384,1013195,577471,416698,3639542
2022-02-17,79682,871342,674024,1020305,584224,420300,3649877
2022-02-18,85740,929808,709190,1121661,622567,435931,3904897
2022-02-19,54200,702058,487676,864932,455084,256493,2820443
2022-02-20,42121,533392,371348,678240,343402,193886,2162389
2022-02-21,86064,868969,712996,1044096,587658,434551,3734334
2022-02-22,87906,898344,735452,1073456,611251,449884,3856293
2022-02-23,88411,899448,740682,1089812,615084,454406,3887843
2022-02-24,85680,926111,728675,1101442,613460,449254,3904622
2022-02-25,88970,1042490,756646,1214191,649439,465564,4217300
2022-02-26,56662,867902,517407,946964,455660,289223,3133818
2022-02-27,51580,863700,469849,842811,421230,270428,2919598
2022-02-28,49039,788609,430916,772458,382489,257785,2681296
2022-03-01,82715,939419,709417,1041377,586858,433162,3792948
2022-03-02,83396,921878,715338,1047963,596056,435958,3800589
2022-03-03,83176,936375,720848,1059987,599892,439386,3839664
2022-03-04,88516,1035079,756184,1180585,652305,465086,4177755
2022-03-05,57302,864406,530587,950438,498538,290974,3192245
2022-03-06,47710,693650,414727,757970,382736,223914,2520707
2022-03-07,87735,896948,721278,1053222,594272,438509,3791964
2022-03-08,86146,961780,729976,1085381,612516,450230,3926029
2022-03-09,85440,976388,733350,1101420,620626,456968,3974192
2022-03-10,85558,979410,734374,1112886,619394,456654,3988276
2022-03-11,90459,1093499,767786,1251152,673529,480562,4356987
2022-03-12,59971,938718,563444,1045605,537366,316247,3461351
2022-03-13,50335,822224,450546,825934,434861,250464,2834364
2022-03-14,84076,951330,706884,1059184,591869,431620,3824963
2022-03-15,85240,971287,724920,1084351,608324,447930,3922052
2022-03-16,85560,973446,730230,1096302,617244,452708,3955490
2022-03-17,84884,970388,735912,1120812,614557,460280,3986833
2022-03-18,90200,1044411,761520,1244422,653707,480679,4274939
2022-03-19,59144,880170,547359,1010350,503032,314354,3314409
2022-03-20,49312,765470,445567,836641,415280,256824,2769094
2022-03-21,84928,941276,712327,1064644,589678,433904,3826757
2022-03-22,86234,938510,729904,1086489,605500,452497,3899134
2022-03-23,88238,943806,746600,1109217,627208,463290,3978359
2022-03-24,86172,960228,732236,1108350,615402,454740,3957128
2022-03-25,90592,1081018,770968,1245894,670214,483088,4341774
2022-03-26,59472,820102,536956,987568,479964,304026,3188088
2022-03-27,48512,648374,411426,776103,377826,229746,2491987
2022-03-28,88703,909323,729280,1064067,599172,446738,3837283
2022-03-29,85368,945031,722974,1073638,605222,447064,3879297
2022-03-30,85357,967984,724378,1092626,613832,453045,3937222
2022-03-31,84888,955078,720914,1100844,606357,448088,3916169
2022-04-01,87388,1001218,727703,1190262,631016,444067,4081654
2022-04-02,45162,601636,405244,774866,360965,223250,2411123
2022-04-03,37254,534689,332280,638006,307472,183078,2032779
2022-04-04,40788,608998,357518,660527,311924,215888,2195643
2022-04-05,38786,558926,327154,600577,303004,195005,2023452
2022-04-06,78077,862123,641304,991412,559872,407056,3539844
2022-04-07,76834,844842,640938,965271,544738,401710,3474333
2022-04-08,80750,912696,667020,1054104,589644,416478,3720692
2022-04-09,47752,695009,435569,769360,399006,241282,2587978
2022-04-10,40290,606074,354326,635090,333128,205143,2174051
2022-04-11,73888,811440,609339,919058,513530,376940,3304195
2022-04-12,75096,826558,627580,944424,538704,387628,3399990
2022-04-13,75039,823170,629318,954136,542058,388820,3412541
2022-04-14,77579,807604,639245,951662,535723,391401,3403214
2022-04-15,78368,870824,651970,1027987,572296,404854,3606299
2022-04-16,44576,625821,410747,727502,378416,228397,2415459
2022-04-17,36765,527218,324713,583040,296965,179116,1947817
2022-04-18,74200,772978,618130,894034,502899,361458,3223699
2022-04-19,77230,774796,641664,916348,521042,374342,3305422
2022-04-20,76204,775010,630616,907743,514846,373654,3278073
2022-04-21,73485,758772,609760,883302,497673,358222,3181214
2022-04-22,73982,803060,615525,936506,514050,364169,3307292
2022-04-23,41374,537281,376690,627722,328802,197468,2109337
2022-04-24,32810,458626,286406,502756,263558,158860,1703016
2022-04-25,67365,683988,546791,794476,446778,311110,2850508
2022-04-26,67722,692210,559208,810004,454772,320103,2904019
2022-04-27,67007,690682,557130,806974,456273,320704,2898770
2022-04-28,66284,690798,544216,802242,448059,316270,2867869
2022-04-29,67246,735498,548810,855556,465440,320996,2993546
2022-04-30,36245,512096,336008,587443,297798,184326,1953916
2022-05-01,28607,385356,264814,471985,231928,142960,1525650
2022-05-02,36410,496548,345954,552944,288251,187528,1907635
2022-05-03,62731,662842,519005,754428,426546,310952,2736504
2022-05-04,61294,657871,512931,764676,426680,306090,2729542
2022-05-05,59446,642072,496817,741688,412927,289620,2642570
2022-05-06,59680,675288,493452,787472,422941,291577,2730410
2022-05-07,31801,444230,290317,505578,253004,161502,1686432
2022-05-08,24905,349543,218992,396525,191466,121082,1302513
2022-05-09,55165,569620,438383,660723,364474,259908,2348273
2022-05-10,55223,575391,448797,670655,375420,267156,2392642
2022-05-11,56837,569704,453210,677653,380442,272038,2409884
2022-05-12,54632,574644,446110,670564,376626,265438,2388014
2022-05-13,56312,601896,456436,714932,396326,268618,2494520
2022-05-14,30102,364849,265765,467692,237084,142634,1508126
2022-05-15,24570,317098,216520,385974,193254,120397,1257813
2022-05-16,56815,530740,439051,646502,366434,252958,2292500
2022-05-17,55426,548630,434494,647768,366846,252714,2305878
2022-05-18,55614,563542,439688,658220,372122,257889,2347075
2022-05-19,54576,553915,431232,651194,366088,252848,2309853
2022-05-20,56612,607695,451258,713088,389974,268058,2486685
2022-05-21,32144,438860,288006,503746,254165,162856,1679777
2022-05-22,25928,348408,224856,398748,200396,123583,1321919
2022-05-23,54130,536594,424327,638392,356188,252687,2262318
2022-05-24,55229,542520,436428,660868,368920,258785,2322750
2022-05-25,57252,538807,448393,670775,377505,261866,2354598
2022-05-26,57304,547605,450410,681777,377061,261312,2375469
2022-05-27,60089,597536,473362,746952,404270,273072,2555281
2022-05-28,33614,456555,309464,541800,273964,161510,1776907
2022-05-29,29366,403647,256888,459560,227122,139998,1516581
2022-05-30,57500,578085,454702,685068,379707,264170,2419232
2022-05-31,59005,584783,468408,706592,395360,269488,2483636
2022-06-01,60260,613804,481072,732818,407778,279540,2575272
2022-06-02,60110,645796,480298,768826,413341,282394,2650765
2022-06-03,29733,394802,256572,466118,221628,137018,1505871
2022-06-04,32564,461566,287028,520404,250834,154300,1706696
2022-06-05,30938,433206,256846,486448,230884,141858,1580180
2022-06-06,63088,646502,504708,763704,425050,301463,2704515
2022-06-07,64773,645312,516745,776512,434428,309263,2747033
2022-06-08,65870,647658,528554,788554,447367,312158,2790161
2022-06-09,64640,661096,527748,792517,446244,310395,2802640
2022-06-10,68574,726666,552899,876984,481154,329518,3035795
2022-06-11,41806,542188,376265,677112,332751,200942,2171064
2022-06-12,33663,425017,287192,534552,259308,154319,1694051
2022-06-13,65057,681256,529710,797349,441912,311406,2826690
2022-06-14,65725,700525,541351,816804,459064,321656,2905125
2022-06-15,67421,693685,550172,833080,467102,328158,2939618
2022-06-16,66933,699420,548057,835164,466847,327722,2944143
2022-06-17,69172,759845,565872,907854,493246,344290,3140279
2022-06-18,42537,571674,381912,690240,347308,208056,2241727
2022-06-19,35187,478586,300818,564040,280846,165340,1824817
2022-06-20,66868,696292,535958,822036,448024,319082,2888260
2022-06-21,67711,716029,551740,847984,464506,327950,2975920
2022-06-22,68690,733018,559911,881462,478668,336493,3058242
2022-06-23,67408,730051,558264,886554,474640,338067,3054984
2022-06-24,70090,777562,574434,968366,500239,346366,3237057
2022-06-25,43948,578286,387078,748026,345010,213358,2315706
2022-06-26,37624,507760,318360,611290,289312,169460,1933806
2022-06-27,66557,700014,537105,845430,458094,312115,2919315
2022-06-28,70672,748255,571996,900231,489514,340578,3121246
2022-06-29,72020,773254,587248,919825,506155,352666,3211168
2022-06-30,73850,809966,602830,971432,525350,358802,3342230
2022-07-01,72449,828032,588994,998438,524312,352801,3365026
2022-07-02,44364,611028,395452,740176,352978,212613,2356611
2022-07-03,38923,543546,333427,640645,302929,176960,2036430
2022-07-04,70446,746240,564087,900534,483070,339766,3104143
2022-07-05,71209,760298,579868,928582,503252,353310,3196519
2022-07-06,72827,785199,594586,952399,517110,360826,3282947
2022-07-07,72194,781057,589156,947182,514120,357920,3261629
2022-07-08,74715,841033,607210,1047299,539596,372132,3481985
2022-07-09,47899,661634,427740,849943,391670,235868,2614754
2022-07-10,41586,584673,350722,714312,320516,192054,2203863
2022-07-11,70325,766896,575058,938666,496790,347909,3195644
2022-07-12,73453,794860,595860,954458,518062,358592,3295285
2022-07-13,72771,800120,597117,968025,520920,360767,3319720
2022-07-14,72482,801460,597121,971328,523994,361963,3328348
2022-07-15,75432,867690,616535,1061358,550964,372528,3544507
2022-07-16,48236,770857,445122,870512,408130,242006,2784863
2022-07-17,42158,659946,365476,725996,341097,191014,2325687
2022-07-18,71290,783818,586165,944060,499960,350372,3235665
2022-07-19,72337,785060,597741,951628,516754,362382,3285902
2022-07-20,74586,803797,607226,985397,528599,371572,3371177
2022-07-21,73890,814884,614650,992356,536240,377306,3409326
2022-07-22,75658,858220,631312,1069729,551453,381142,3567514
2022-07-23,46262,675100,434488,854743,390083,235073,2635749
2022-07-24,41498,571162,349597,706942,319646,187756,2176601
2022-07-25,71078,756622,579221,926276,493744,350270,3177211
2022-07-26,72738,807910,602453,967336,520280,368269,3338986
2022-07-27,73618,820178,614296,993920,531754,372210,3405976
2022-07-28,74296,846552,615556,1014484,534837,377464,3463189
2022-07-29,76524,895804,634132,1103839,563325,389961,3663585
2022-07-30,50350,753744,477492,913730,467532,249176,2912024
2022-07-31,41989,639692,367720,751276,340920,199623,2341220
2022-08-01,71766,800352,592002,946212,502171,357034,3269537
