Date,Yellow,Red,Orange,Blue,Green,Brown,Total
2022-08-02,74064,790276,606950,962387,520324,371406,3325407
2022-08-03,74448,823700,618026,992986,537612,376961,3423733
2022-08-04,73564,833498,620480,1018878,543880,381302,3471602
2022-08-05,77316,893358,637426,1100141,566504,389740,3664485
2022-08-06,49438,696878,441524,887362,415513,242346,2733061
2022-08-07,42470,604178,359344,731246,345588,200142,2282968
2022-08-08,71940,791998,591164,956172,508466,359742,3279482
2022-08-09,74632,833930,620713,1000811,537702,378142,3445930
2022-08-10,75086,839574,625686,1018885,545733,381986,3486950
2022-08-11,74787,837577,622714,1018620,539230,380752,3473680
2022-08-12,75476,874521,625684,1075842,566265,382071,3599859
2022-08-13,51071,734621,461932,919760,454998,255959,2878341
2022-08-14,43386,653450,376794,779146,376302,204288,2433366
2022-08-15,72576,812024,596180,984073,517026,363176,3345055
2022-08-16,74246,840002,614572,1010156,537628,379675,3456279
2022-08-17,75161,845278,622457,1027733,546510,385018,3502157
2022-08-18,74864,843147,618725,1028578,546664,382654,3494632
2022-08-19,78546,924334,641746,1126386,578892,397034,3746938
2022-08-20,50870,771749,465918,937131,438274,260313,2924255
2022-08-21,44099,664024,378813,784708,361036,210110,2442790
2022-08-22,73206,821943,595590,991431,518384,362118,3362672
2022-08-23,74474,839834,619494,1013338,539721,379654,3466515
2022-08-24,75226,850218,630289,1056651,550328,393392,3556104
2022-08-25,74546,832212,618333,1052480,541058,389818,3508447
2022-08-26,77274,903262,641990,1154503,577013,399552,3753594
2022-08-27,51660,749202,492646,936552,427402,261212,2918674
2022-08-28,42307,627280,394720,748391,357520,204535,2374753
2022-08-29,72125,816592,596534,974680,524541,359360,3343832
2022-08-30,76259,845831,639118,999830,546954,391092,3499084
2022-08-31,78271,871478,652008,1029288,565948,401476,3598469
2022-09-01,77236,845385,646736,1014988,555213,393770,3533328
2022-09-02,80984,854132,660958,1052662,565893,397184,3611813
2022-09-03,41312,516522,364299,683949,332034,194754,2132870
2022-09-04,36340,466370,310358,599289,282870,155556,1850783
2022-09-05,79222,876939,667756,1007600,561040,395025,3587582
2022-09-06,81728,900465,688376,1043794,585334,413490,3713187
2022-09-07,80412,913795,686886,1053834,586998,410494,3732419
2022-09-08,83188,964982,697310,1126171,598777,418580,3889008
2022-09-09,47753,714578,416075,794199,355952,219922,2548479
2022-09-10,42280,610305,363688,695553,332566,197258,2241650
2022-09-11,39104,530728,318548,647035,293203,166804,1995422
2022-09-12,80816,832492,666652,999962,548644,404020,3532586
2022-09-13,81673,858546,688232,1023202,568881,419306,3639840
2022-09-14,81075,891262,690872,1075376,580740,426232,3745557
2022-09-15,80493,902112,688966,1087420,581488,429126,3769605
2022-09-16,84414,1006456,718788,1198392,627982,449254,4085286
2022-09-17,53274,821538,504454,975890,475206,280388,3110750
2022-09-18,43548,688040,396294,793300,365946,214622,2501750
2022-09-19,77968,856047,656428,991526,542598,399990,3524557
2022-09-20,79912,882783,683217,1029994,565016,417980,3658902
2022-09-21,80296,898374,687250,1044382,572648,422542,3705492
2022-09-22,80210,902538,686927,1050316,573020,423704,3716715
2022-09-23,84400,997245,711944,1163290,616358,427158,4000395
2022-09-24,54186,759603,499090,950827,455396,273392,2992494
2022-09-25,46628,666730,399798,780568,370018,211584,2475326
2022-09-26,78552,878042,662136,1003460,548898,405434,3576522
2022-09-27,80504,899580,683056,1036245,571546,421622,3692553
2022-09-28,80124,902539,676020,1056582,574836,423445,3713546
2022-09-29,80575,899166,685773,1056942,577014,423804,3723274
2022-09-30,84480,996482,714420,1169445,622983,444460,4032270
2022-10-01,53182,897354,496954,947733,451300,277407,3123930
2022-10-02,43220,660644,382930,736351,345000,211764,2379909
2022-10-03,78285,864948,660426,993263,543775,399115,3539812
2022-10-04,79446,874529,672878,1009544,560070,411078,3607545
2022-10-05,82201,899146,692986,1051899,584712,424432,3735376
2022-10-06,81227,916102,692005,1055890,587846,426126,3759196
2022-10-07,86444,1002850,718284,1185886,626187,441718,4061369
2022-10-08,52613,749362,470650,920914,418519,250736,2862794
2022-10-09,47044,728174,411021,831105,377999,217162,2612505
2022-10-10,42860,628093,366276,717290,327126,192778,2274423
2022-10-11,80524,900191,681772,1030124,569761,415286,3677658
2022-10-12,83346,909902,701204,1066074,593716,432540,3786782
2022-10-13,82472,920305,700912,1087858,591431,438400,3821378
2022-10-14,89067,1017396,737456,1219098,647778,461284,4172079
2022-10-15,56424,766360,498205,971240,454312,269218,3015759
2022-10-16,41174,535902,339351,680665,323542,179451,2100085
2022-10-17,83046,855876,686884,1022200,563846,416125,3627977
2022-10-18,83617,906667,709774,1070328,592480,437336,3800202
2022-10-19,83809,927482,705526,1087808,596196,435780,3836601
2022-10-20,84522,948517,708332,1112366,594982,442321,3891040
2022-10-21,89140,1069928,744556,1242922,664037,467283,4277866
2022-10-22,58320,876926,529224,1028270,499414,287668,3279822
2022-10-23,46454,692230,405116,798392,390099,210819,2543110
2022-10-24,82067,921956,681805,1045880,568704,417712,3718124
2022-10-25,83017,936674,705128,1070938,590423,433174,3819354
2022-10-26,84540,953719,711886,1105418,600361,442887,3898811
2022-10-27,84330,957591,711923,1113852,604258,445026,3916980
2022-10-28,89385,1050810,750748,1248096,663332,472372,4274743
2022-10-29,56608,842316,521382,1106482,481422,282711,3290921
2022-10-30,45316,638967,390454,775302,363424,204650,2418113
2022-10-31,85964,891367,693869,1054597,585218,429951,3740966
2022-11-01,87064,905699,720753,1070666,602120,442434,3828736
2022-11-02,85152,928786,716962,1095814,610125,448292,3885131
2022-11-03,85051,945059,718334,1103760,611544,444694,3908442
2022-11-04,88764,1042738,749770,1253150,653862,475406,4263690
2022-11-05,59578,859844,532878,1040386,490472,325080,3308238
2022-11-06,49862,751775,437290,866486,392668,248930,2747011
2022-11-07,84064,917348,698275,1081021,581587,428594,3790889
2022-11-08,85478,932804,720070,1092600,607076,445840,3883868
2022-11-09,86843,974446,725350,1119440,618800,451890,3976769
2022-11-10,85466,982885,728594,1163271,619650,472066,4051932
2022-11-11,91752,1105971,762529,1334472,670728,495118,4460570
2022-11-12,65582,989004,591198,1209030,546696,357703,3759213
2022-11-13,54250,801867,454206,955421,414630,267066,2947440
2022-11-14,84400,934016,692536,1103233,582836,438434,3835455
2022-11-15,85960,957856,720102,1126156,608210,454644,3952928
2022-11-16,86160,972136,731908,1158755,620056,465084,4034099
2022-11-17,86246,994024,729210,1164543,620600,463719,4058342
2022-11-18,92688,1097278,765687,1358576,670678,508633,4493540
2022-11-19,67028,953950,572905,1241398,531916,357134,3724331
2022-11-20,54083,795686,454564,1039627,421620,293372,3058952
2022-11-21,84640,945149,703184,1155508,585660,459904,3934045
2022-11-22,87168,963109,720009,1108720,610778,447224,3937008
2022-11-23,89437,967210,744906,1137906,631720,457266,4028445
2022-11-24,90984,970448,752050,1160510,641748,465324,4081064
2022-11-25,96848,1093819,783160,1327102,701977,489778,4492684
2022-11-26,57844,796412,501886,1002096,467790,279762,3105790
2022-11-27,52970,797092,438874,886190,421816,243703,2840645
2022-11-28,86094,977234,707949,1105449,598138,433096,3907960
2022-11-29,86770,992476,728060,1125075,621524,443799,3997704
2022-11-30,88430,1003361,739928,1156201,638696,461016,4087632
2022-12-01,90526,994937,751626,1189522,642228,470874,4139713
2022-12-02,95112,1117068,785636,1346677,690932,490941,4526366
2022-12-03,70374,1035146,613010,1270842,579434,336796,3905602
2022-12-04,55200,855439,465330,989280,440942,260227,3066418
2022-12-05,86761,971167,702806,1133934,606364,438772,3939804
2022-12-06,89156,1000113,741663,1155270,628936,455338,4070476
2022-12-07,90430,1008703,749762,1183687,642491,465427,4140500
2022-12-08,90387,1029452,756189,1210766,649002,475762,4211558
2022-12-09,98828,1133874,800982,1384734,709328,507974,4635720
2022-12-10,73918,1030092,608320,1347412,574806,334786,3969334
2022-12-11,58878,834337,472926,1058968,447047,261558,3133714
2022-12-12,90438,987496,735160,1178406,631960,452410,4075870
2022-12-13,92953,998646,754368,1187672,651060,471569,4156268
2022-12-14,94326,1016792,766580,1218416,663434,477542,4237090
2022-12-15,94172,1029402,771286,1224822,666826,480266,4266774
2022-12-16,102090,1161956,811854,1408214,724926,511888,4720928
2022-12-17,68318,921331,594096,1284781,564452,321734,3754712
2022-12-18,61314,870924,502021,1121264,495929,274078,3325530
2022-12-19,89124,1001646,724382,1173714,620894,450338,4060098
2022-12-20,90900,1029138,751688,1201338,645929,471758,4190751
2022-12-21,90990,1010154,752619,1207550,649327,470525,4181165
2022-12-22,91504,1039166,755094,1231206,663980,481944,4262894
2022-12-23,100235,1158713,807742,1417842,732165,516029,4732726
2022-12-24,77226,993624,607241,1368293,583030,346840,3976254
2022-12-25,62202,868982,488282,1116364,473848,277760,3287438
2022-12-26,90275,1003264,724572,1173165,621897,451539,4064712
2022-12-27,91309,1019064,745784,1183614,642837,469583,4152191
2022-12-28,92317,1015994,748798,1205302,656018,472764,4191193
2022-12-29,94763,1032934,769872,1242410,670669,480264,4290912
2022-12-30,100084,1131002,792358,1378834,706659,499693,4608630
2022-12-31,71612,1140864,592460,1384923,564686,334522,4089067
2023-01-01,5115,67822,35724,78254,28390,17486,232791
