Date,Yellow,Red,Orange,Blue,Green,Brown,Total
2024-03-13,32127,1145995,802134,1270148,726764,507313,4484481
2024-03-14,32105,1144070,803313,1296279,724704,510971,4511442
2024-03-15,33571,1230682,836762,1439952,773954,538021,4852942
2024-03-16,23872,1103022,626291,1235975,606014,359183,3954357
2024-03-17,19013,964943,506802,1027683,501411,303296,3323148
2024-03-18,31161,1087179,768669,1214941,688041,480355,4270346
2024-03-19,31991,1088810,792912,1237545,705604,499992,4356854
2024-03-20,32323,1142284,801842,1273062,719474,510253,4479238
2024-03-21,32104,1144561,798025,1273033,715037,506896,4469656
2024-03-22,33232,1242492,824666,1391513,769726,528241,4789870
2024-03-23,23059,1073978,607426,1142233,589848,356975,3793519
2024-03-24,17870,896797,487211,932474,482590,285989,3102931
2024-03-25,30907,1087250,762189,1208852,674821,474722,4238741
2024-03-26,32322,1100652,792980,1246820,712284,498083,4383141
2024-03-27,32178,1134512,797900,1281799,726783,508520,4481692
2024-03-28,31876,1144898,799450,1303665,728369,506249,4514507
2024-03-29,32958,1241305,820387,1409107,767964,525313,4797034
2024-03-30,21646,1005174,587652,1193966,573318,348845,3730601
2024-03-31,17677,793440,457502,951949,445751,273327,2939646
2024-04-01,29850,1054222,741759,1200929,667401,470275,4164436
2024-04-02,30532,1101484,765987,1248897,690184,491697,4328781
2024-04-03,15133,983408,667380,1164870,597730,362206,3790727
2024-04-04,8478,776008,433062,893003,405837,250293,2766681
2024-04-05,9717,886801,477488,988442,456696,281020,3100164
2024-04-06,10681,906943,508547,1044687,500543,288095,3259496
2024-04-07,10440,791652,437038,904121,433918,243336,2820505
2024-04-08,22679,1026540,760499,1195890,660634,466206,4132448
2024-04-09,23654,1052411,791631,1216720,689039,484202,4257657
2024-04-10,24227,1094842,797967,1241009,702830,492976,4353851
2024-04-11,23800,1111885,796159,1249749,709536,494210,4385339
2024-04-12,25157,1223958,828203,1379444,759995,513815,4730572
2024-04-13,17621,1047658,613995,1189183,589607,344519,3802583
2024-04-14,14497,930672,488380,985121,472970,282229,3173869
2024-04-15,23585,1064134,764274,1204685,668206,465289,4190173
2024-04-16,24113,1070316,782110,1226677,689219,483649,4276084
2024-04-17,24611,1092929,790884,1263095,700307,498342,4370168
2024-04-18,25975,1081416,805055,1265008,708141,497338,4382933
2024-04-19,25678,1218231,822207,1401620,755977,517432,4741145
2024-04-20,19445,1070194,632923,1208863,602456,352796,3886677
2024-04-21,15188,916785,491934,973924,501476,275564,3174871
2024-04-22,23874,1020769,745924,1186191,668910,443472,4089140
2024-04-23,23355,1014477,762993,1188624,675521,451463,4116433
2024-04-24,25617,1021044,782759,1233965,696966,471407,4231758
2024-04-25,24945,1057350,791714,1275586,711301,479729,4340625
2024-04-26,24988,1150506,808400,1367660,738722,501247,4591523
2024-04-27,16695,954365,586781,1125762,580303,319195,3583101
2024-04-28,14045,836694,489105,959784,476244,268744,3044616
2024-04-29,23842,1076540,770290,1224705,680649,475424,4251450
2024-04-30,24792,1117957,801143,1288954,716002,501644,4450492
2024-05-01,16782,906505,586833,1033378,540761,329953,3414212
2024-05-02,24433,1093452,792284,1243096,711782,488866,4353913
2024-05-03,25327,1235176,829072,1403352,772291,517680,4782898
2024-05-04,17330,1023573,600736,1193391,586301,343858,3765189
2024-05-05,14507,862564,491517,977515,489282,277770,3113155
2024-05-06,23531,1061864,766362,1209993,670837,470271,4202858
2024-05-07,23840,1073388,786082,1229132,692985,488322,4293749
2024-05-08,24180,1087198,792370,1251141,703281,491152,4349322
2024-05-09,24223,1110123,792977,1267578,708112,495964,4398977
2024-05-10,25636,1216645,824960,1414387,760535,517096,4759259
2024-05-11,16608,988772,579747,1136288,549927,321931,3593273
2024-05-12,13784,818294,457440,919718,444657,256280,2910173
2024-05-13,23384,1036099,759146,1196696,668629,465789,4149743
2024-05-14,24151,1075367,785577,1232169,695464,485525,4298253
2024-05-15,24486,1110035,794792,1287858,711848,497138,4426157
2024-05-16,24034,1109737,791915,1278640,706352,496247,4406925
2024-05-17,25383,1229880,830145,1410632,770812,519155,4786007
2024-05-18,18614,1072086,617725,1201716,624920,356130,3891191
2024-05-19,15264,907432,497331,1003928,501499,290090,3215544
2024-05-20,23590,1077617,763144,1214889,685615,464726,4229581
2024-05-21,24292,1072316,781133,1245416,688806,484559,4296522
2024-05-22,24318,1064152,786702,1242602,698526,491649,4307949
2024-05-23,24148,1089520,785049,1263027,706270,493975,4361989
2024-05-24,26641,1253546,834092,1512117,774837,526303,4927536
2024-05-25,18234,1033093,611151,1248145,628736,357769,3897128
2024-05-26,14856,849008,490956,1024350,481548,287136,3147854
2024-05-27,23263,1047270,751052,1217860,664670,467552,4171667
2024-05-28,25036,1087976,789218,1256337,694894,487693,4341154
2024-05-29,24310,1097755,787854,1234733,707380,491806,4343838
2024-05-30,24042,1095985,785923,1244306,702705,488007,4340968
2024-05-31,25092,1187431,817798,1373693,751950,509097,4665061
2024-06-01,17353,953545,593274,1174853,571710,327892,3638627
2024-06-02,13519,706354,431237,879534,428161,248450,2707255
2024-06-03,23666,1071154,770812,1224906,675255,475705,4241498
2024-06-04,24038,1078076,788246,1285916,699252,511609,4387137
2024-06-05,24913,1063801,792153,1324889,709120,526336,4441212
2024-06-06,25496,1086927,809618,1352675,725971,527188,4527875
2024-06-07,25586,1199842,811123,1463250,758199,532048,4790048
2024-06-08,16740,972440,543588,1071775,540764,301663,3446970
2024-06-09,14084,850976,455409,934453,457924,252341,2965187
2024-06-10,11770,693358,383217,761398,367320,215912,2432975
2024-06-11,23615,1076011,758970,1221780,673679,470900,4224955
2024-06-12,24445,1073805,769119,1247292,707788,484668,4307117
2024-06-13,24365,1083845,773619,1264857,697107,490460,4334253
2024-06-14,25169,1161768,799996,1389177,743484,501458,4621052
2024-06-15,17878,954898,588504,1201474,568015,330499,3661268
2024-06-16,14458,791324,457151,969728,451575,264437,2948673
2024-06-17,23896,1034411,747172,1203314,660563,457658,4127014
2024-06-18,23637,1048125,745736,1217060,670605,469214,4174377
2024-06-19,24104,1059468,753455,1243869,681648,472468,4235012
2024-06-20,23967,1073718,759465,1261362,687236,472920,4278668
2024-06-21,24891,1151216,776372,1367053,728757,483479,4531768
2024-06-22,17476,952461,569189,1135142,550722,311895,3536885
2024-06-23,13599,775893,437328,915736,424444,245404,2812404
2024-06-24,22929,997448,714408,1182648,639531,439183,3996147
2024-06-25,23411,1040955,744652,1236628,673070,466128,4184844
2024-06-26,23402,1046528,750516,1286469,687809,477813,4272537
2024-06-27,23727,1069356,758979,1296999,698809,477797,4325667
2024-06-28,25113,1175170,790216,1438219,746496,501134,4676348
2024-06-29,17160,975599,565555,1171962,553220,321266,3604762
2024-06-30,14181,831575,464200,958075,457717,256729,2982477
2024-07-01,22812,1006874,710386,1201010,645146,436669,4022897
2024-07-02,23065,1011214,725241,1204591,665079,449072,4078262
2024-07-03,23448,1033149,736304,1236381,683184,459021,4171487
2024-07-04,23228,1033157,733445,1237791,683945,456566,4168132
2024-07-05,24681,1112139,760477,1381550,719474,476170,4474491
2024-07-06,17063,925359,553916,1174166,528051,318742,3517297
2024-07-07,14707,786263,454304,974376,455035,261308,2945993
2024-07-08,22986,987786,709224,1206140,639257,443122,4008515
2024-07-09,23935,1024673,736606,1233264,675230,457085,4150793
2024-07-10,23792,1026415,738145,1244105,682724,460427,4175608
2024-07-11,24128,1059101,758188,1281947,704800,476215,4304379
2024-07-12,25038,1124903,768335,1366806,722760,476318,4484160
2024-07-13,17171,966656,573579,1162299,549826,320663,3590194
2024-07-14,14801,859609,486038,995683,466178,263094,3085403
2024-07-15,22927,1023845,723185,1223451,657754,444740,4095902
2024-07-16,23800,1032128,746798,1249902,679157,464281,4196066
2024-07-17,23970,1055566,768357,1276666,713847,473310,4311716
2024-07-18,23931,1046430,748031,1274541,686951,468725,4248609
2024-07-19,25245,1122333,766556,1376574,719301,480925,4490934
2024-07-20,17517,947221,578274,1211679,559329,326207,3640227
2024-07-21,14117,814157,467374,1013026,450087,264543,3023304
2024-07-22,22894,1009463,717597,1211808,653936,442662,4058360
2024-07-23,23443,1018851,738268,1223110,666614,457027,4127313
2024-07-24,3003,133929,104974,186600,89345,32148,549999
2024-07-25,4885,241556,172004,342344,161934,89231,1011954
2024-07-26,26203,1184235,799732,1441898,743205,503523,4698796
2024-07-27,17803,1033784,587063,1242865,568243,337656,3787414
2024-07-28,15071,905782,497329,1049305,486880,281593,3235960
2024-07-29,24019,1086151,788436,1269749,675239,457821,4301415
2024-07-30,23614,1059576,753663,1254273,686417,470133,4247676
2024-07-31,24457,1076728,775546,1284176,721771,479002,4361680
2024-08-01,23995,1068243,763744,1265259,694156,468548,4283945
2024-08-02,24998,1137173,775868,1375082,722508,475030,4510659
2024-08-03,17118,940017,574710,1181420,551243,319537,3584045
2024-08-04,13613,776225,456016,961404,442887,259886,2910031
2024-08-05,23054,1016991,722663,1210790,656815,446420,4076733
2024-08-06,23759,1060278,751559,1258647,692890,467095,4254228
2024-08-07,23905,1067548,755557,1276242,703307,473666,4300225
2024-08-08,23309,1055046,740752,1253089,687655,463743,4223594
2024-08-09,24863,1143423,777101,1411848,731549,481544,4570328
2024-08-10,18165,1023854,650340,1302414,696643,336383,4027799
2024-08-11,14478,861979,477442,1048773,501977,269259,3173908
2024-08-12,23392,1040435,722925,1233000,663681,445398,4128831
2024-08-13,23208,1066741,745605,1255624,687760,461014,4239952
2024-08-14,23812,1056724,749749,1256635,701364,462155,4250439
2024-08-15,23323,1054508,744582,1252920,682501,457809,4215643
2024-08-16,24525,1158842,771355,1386921,742395,470884,4554922
2024-08-17,16447,951481,560384,1124117,557735,311642,3521806
2024-08-18,13449,790946,445364,918505,449813,245055,2863132
2024-08-19,23162,1018436,711687,1206647,650558,439043,4049533
2024-08-20,24198,1041903,755371,1262509,681023,465584,4230588
2024-08-21,24306,1071945,764295,1309588,711401,474360,4355895
2024-08-22,24468,1079134,762419,1330072,702228,476431,4374752
2024-08-23,25152,1173600,771796,1427088,720853,479096,4597585
2024-08-24,18125,1059258,589089,1212654,580327,331401,3790854
2024-08-25,14742,908541,483289,1037371,487401,267306,3198650
2024-08-26,23154,1023072,715174,1215485,660538,432935,4070358
2024-08-27,24148,1049907,742557,1247028,687932,456913,4208485
2024-08-28,23655,1045763,743603,1249395,687998,456183,4206597
2024-08-29,23273,1025303,728214,1222935,676522,448042,4124289
2024-08-30,24804,1124207,786936,1341240,731260,482492,4490939
2024-08-31,17117,969965,568838,1103714,546996,313807,3520437
2024-09-01,14044,784107,453756,898472,449678,251090,2851147
2024-09-02,23382,1014015,742113,1197424,674749,452859,4104542
2024-09-03,24229,1051063,772438,1237795,698999,475802,4260326
2024-09-04,24146,1063304,779429,1295570,708466,487364,4358279
2024-09-05,24195,1067376,781475,1327908,710806,492961,4404721
2024-09-06,25627,1167040,811850,1436614,758243,508424,4707798
2024-09-07,17198,939132,568028,1127824,553991,309392,3515565
2024-09-08,14681,845001,467615,951314,464349,258943,3001903
2024-09-09,24358,1057254,776317,1221368,682704,474099,4236100
2024-09-10,25059,1085720,807510,1258507,711539,493445,4381780
2024-09-11,25170,1100763,810411,1279669,721873,497896,4435782
2024-09-12,25055,1102074,809407,1295381,721932,502378,4456227
2024-09-13,26560,1207978,839551,1431927,767931,526187,4800134
2024-09-14,17686,899902,574690,1154007,526801,311729,3484815
2024-09-15,14172,829812,466975,963971,450817,258313,2984060
2024-09-16,23399,1070579,760023,1257692,682166,460662,4254521
2024-09-17,12969,732030,426757,846487,418380,242759,2679382
2024-09-18,25081,1077587,797327,1250790,708803,493802,4353390
2024-09-19,25141,1084005,800489,1256366,720143,492599,4378743
2024-09-20,25893,1211862,837956,1407198,779304,516350,4778563
2024-09-21,17444,906823,577259,1172395,562024,317859,3553804
2024-09-22,13521,715752,425081,931528,414044,236310,2736236
2024-09-23,25258,1060775,790137,1241632,699527,485500,4302829
2024-09-24,25312,1089045,810436,1270932,712712,501475,4409912
2024-09-25,25580,1103136,809299,1287803,721943,500932,4448693
2024-09-26,25488,1104476,811590,1290891,719634,499012,4451091
2024-09-27,26874,1226870,843589,1434135,774032,530290,4835790
2024-09-28,18196,986880,600050,1244572,585261,336364,3771323
2024-09-29,14741,814206,481051,986583,468519,260901,3026001
2024-09-30,25289,1064342,789794,1244257,695302,487742,4306726
2024-10-01,24100,1018796,779975,1196001,682551,476679,4178102
2024-10-02,6025,307319,217317,402155,197090,107403,1237309
2024-10-03,4886,256857,174594,330552,160250,80065,1007204
2024-10-04,26785,1164382,837891,1419453,786102,533261,4767874
2024-10-05,17485,986104,598115,1257201,610757,342979,3812641
2024-10-06,14640,871522,483631,1012424,498652,284128,3164997
2024-10-07,25008,1093050,806778,1289313,708976,500975,4424100
2024-10-08,26778,1097185,825723,1292608,730363,510755,4483412
2024-10-09,27235,1199569,844963,1391095,766684,525710,4755256
2024-10-10,14447,905225,489051,1003056,478009,276154,3165942
2024-10-11,24902,1194019,798874,1371102,746319,491902,4627118
2024-10-12,17347,1027018,590832,1229403,575011,322612,3762223
2024-10-13,15340,893257,491328,1014469,486518,270493,3171405
2024-10-14,24812,1080593,783103,1247037,691222,477635,4304402
2024-10-15,25254,1099814,806422,1279609,714382,503390,4428871
2024-10-16,25741,1102857,809883,1295675,720306,507295,4461757
2024-10-17,25851,1137456,815925,1323319,727657,506299,4536507
2024-10-18,26210,1238646,841365,1436514,773211,520304,4836250
2024-10-19,19046,1089140,631585,1325277,613060,361350,4039458
2024-10-20,15354,868820,492898,1069291,475854,276693,3198910
2024-10-21,24693,1082427,783290,1259656,691291,482603,4323960
2024-10-22,25465,1114063,808742,1314911,714686,505212,4483079
2024-10-23,26548,1105828,823899,1328208,735169,519191,4538843
2024-10-24,26522,1108579,820830,1344192,737860,522347,4560330
2024-10-25,26923,1225252,844000,1462813,790501,531741,4881230
2024-10-26,18857,1156346,614801,1346932,602420,345438,4084794
2024-10-27,14860,927189,494002,1019847,494023,281065,3230986
2024-10-28,25349,1083538,790358,1259584,699243,487455,4345527
2024-10-29,25926,1113799,813098,1287256,726457,510268,4476804
2024-10-30,26668,1097200,822275,1308497,737856,516715,4509211
2024-10-31,1768,74473,81829,140709,69538,15169,383486
