Date,Yellow,Red,Orange,Blue,Green,Brown,Total
2018-05-31,14978,1076657,775884,1246370,684112,498331,4296332
2018-06-01,16326,1194450,833365,1394632,747952,538724,4725449
2018-06-02,11308,1026572,638478,1208854,602294,359914,3847420
2018-06-03,9658,912794,530500,1035274,499621,306111,3293958
2018-06-04,13924,1045504,748480,1194812,648802,472577,4124099
2018-06-05,14854,1077454,769190,1258182,676796,494744,4291220
2018-06-06,14908,1090848,774536,1271423,687390,504758,4343863
2018-06-07,15033,1111840,780732,1300439,693330,510614,4411988
2018-06-08,16222,1211644,824051,1433952,747044,538256,4771169
2018-06-09,12158,1089680,679346,1327380,638992,398535,4146091
2018-06-10,9780,892202,544535,1082322,520162,307765,3356766
2018-06-11,14280,1057556,762217,1225112,671328,486356,4216849
2018-06-12,14528,1099018,779151,1254150,687830,497506,4332183
2018-06-13,14754,1088469,777539,1249245,686852,493688,4310547
2018-06-14,15123,1086719,783613,1267368,690788,496256,4339867
2018-06-15,15751,1203888,829955,1414461,748189,529584,4741828
2018-06-16,10272,1022762,607652,1150503,548148,329970,3669307
2018-06-17,8882,986776,510076,1027507,477041,287718,3298000
2018-06-18,7037,711336,419400,832892,372324,239050,2582039
2018-06-19,14797,1085178,761062,1236506,670683,485249,4253475
2018-06-20,14943,1082894,771409,1243607,679650,494813,4287316
2018-06-21,15126,1094908,774980,1262200,686936,496985,4331135
2018-06-22,15442,1169260,807236,1369280,724462,511104,4596784
2018-06-23,11542,999730,615340,1194426,584789,349645,3755472
2018-06-24,8718,876862,499911,982956,469078,281189,3118714
2018-06-25,13816,1043072,741582,1208857,642978,465288,4115593
2018-06-26,14630,1066002,763556,1242267,666660,484562,4237677
2018-06-27,14792,1071410,765976,1279752,675980,496440,4304350
2018-06-28,14838,1091006,781690,1313473,700032,500442,4401481
2018-06-29,15720,1199680,833842,1475282,765030,534068,4823622
2018-06-30,11178,1026692,624842,1253912,605787,359568,3881979
2018-07-01,9743,895710,529794,1041178,519397,293598,3289420
2018-07-02,14218,1057900,739351,1252183,666097,465117,4194866
2018-07-03,14553,1065723,749212,1259336,678325,474546,4241695
2018-07-04,14286,1073576,756324,1285151,684215,477298,4290850
2018-07-05,14584,1078446,759980,1302598,706231,480960,4342799
2018-07-06,15390,1180714,794764,1434283,735672,504114,4664937
2018-07-07,10908,1009348,611158,1293764,579792,365464,3870434
2018-07-08,9157,936354,529484,1089770,491506,297598,3353869
2018-07-09,14657,1088584,755518,1302033,675062,470012,4305866
2018-07-10,12664,815476,639027,1000286,546473,401886,3415812
2018-07-11,6681,742408,486732,881204,496547,347752,2961324
2018-07-12,15390,1094955,773530,1323232,694577,487182,4388866
2018-07-13,15688,1191211,812092,1449942,747846,519878,4736657
2018-07-14,10476,1044024,637858,1265024,587990,365984,3911356
2018-07-15,8970,934148,534462,1085637,489314,297032,3349563
2018-07-16,14382,1071602,744375,1270966,657960,461723,4221008
2018-07-17,14768,1090693,763328,1291507,680208,483553,4324057
2018-07-18,14594,1095782,767780,1309386,687941,485886,4361369
2018-07-19,14533,1087810,763782,1328421,679782,489218,4363546
2018-07-20,15607,1176902,793377,1430534,716813,508645,4641878
2018-07-21,11076,991164,618999,1248226,574097,348264,3791826
2018-07-22,9982,903174,530612,1073134,474573,289274,3280749
2018-07-23,14137,1073362,738945,1246692,653005,459668,4185809
2018-07-24,14190,1067708,747602,1261070,665446,474516,4230532
2018-07-25,14361,1091801,758029,1289450,678226,482490,4314357
2018-07-26,14457,1104523,761688,1307764,681505,486083,4356020
2018-07-27,14827,1172668,787853,1398338,717888,496806,4588380
2018-07-28,10918,1100761,633876,1263094,606932,358933,3974514
2018-07-29,8922,949360,531009,1073548,507735,294146,3364720
2018-07-30,13908,1054842,732714,1251312,649550,459622,4161948
2018-07-31,14146,1074630,753596,1287374,670708,476757,4277211
2018-08-01,14026,1068162,755734,1288776,667746,477732,4272176
2018-08-02,14258,1083511,756750,1306862,675450,482435,4319266
2018-08-03,15102,1137979,782514,1424458,704490,501952,4566495
2018-08-04,10498,1004609,611164,1246138,578078,346934,3797421
2018-08-05,9447,908097,554534,1092702,504760,290947,3360487
2018-08-06,13976,1062732,740891,1266220,654516,460261,4198596
2018-08-07,14380,1090200,763155,1305016,679240,480534,4332525
2018-08-08,14176,1083414,755093,1287326,672506,483940,4296455
2018-08-09,14752,1113218,764740,1319712,694588,482354,4389364
2018-08-10,15042,1197866,802010,1440399,749178,501739,4706234
2018-08-11,10486,1050592,636956,1301616,638418,350290,3988358
2018-08-12,8896,918626,527856,1099590,527932,281706,3364606
2018-08-13,14052,1100833,738036,1290037,664912,461250,4269120
2018-08-14,14728,1106673,768643,1319980,690538,488849,4389411
2018-08-15,14178,1122479,766454,1337658,697885,489496,4428150
2018-08-16,14736,1164250,771110,1350987,695654,490786,4487523
2018-08-17,15204,1220263,790150,1466520,731824,510787,4734748
2018-08-18,11169,1102754,649515,1289480,612576,359930,4025424
2018-08-19,8900,950094,525665,1089956,495181,293766,3363562
2018-08-20,13890,1090770,730833,1270127,657132,458316,4221068
2018-08-21,13980,1084872,750787,1276085,672697,478060,4276481
2018-08-22,14227,1096217,759864,1302328,683352,486762,4342750
2018-08-23,14488,1085555,756028,1302342,684848,487165,4330426
2018-08-24,14732,1136742,775941,1386707,705969,492499,4512590
2018-08-25,9194,940012,561036,1107352,541138,311230,3469962
2018-08-26,8988,911981,517959,1052579,481773,286138,3259418
2018-08-27,13894,1073662,733140,1268354,656742,454132,4199924
2018-08-28,14418,1063934,747393,1279172,672208,472774,4249899
2018-08-29,14070,1044920,744010,1286898,666928,479161,4235987
2018-08-30,14721,1036114,758052,1277183,671447,489257,4246774
2018-08-31,15686,1150418,796598,1402654,710129,517412,4592897
2018-09-01,10173,1011613,616718,1206736,568310,335893,3749443
2018-09-02,8356,897652,512816,1009429,477824,277263,3183340
2018-09-03,14822,1075904,751396,1235288,661571,466018,4204999
2018-09-04,14960,1055742,757514,1234544,667020,480722,4210502
2018-09-05,14982,1059819,763880,1268692,672680,488234,4268287
2018-09-06,15108,1077129,768438,1295817,681128,488123,4325743
2018-09-07,15999,1147714,807529,1403671,724669,511676,4611258
2018-09-08,10436,953996,625317,1202490,572892,335303,3700434
2018-09-09,8484,768242,495996,971410,457710,258886,2960728
2018-09-10,15172,1061029,794824,1244724,691663,494170,4301582
2018-09-11,14910,1114312,799408,1246154,708348,496562,4379694
2018-09-12,15270,1102542,799190,1261694,702896,499086,4380678
2018-09-13,15448,1121288,799500,1266166,703022,502998,4408422
2018-09-14,16192,1213767,835448,1394071,753013,530237,4742728
2018-09-15,11842,998476,635781,1205903,589098,358976,3800076
2018-09-16,9242,912714,532258,1040300,484877,296182,3275573
2018-09-17,14945,1091582,782912,1229824,675180,487582,4282025
2018-09-18,15411,1097724,795336,1248094,691284,502184,4350033
2018-09-19,15102,1101249,800740,1270806,701302,507172,4396371
2018-09-20,15276,1118384,801096,1283300,707184,511732,4436972
2018-09-21,16459,1250431,839448,1430374,758137,532468,4827317
2018-09-22,10704,992291,589116,1124432,561315,316223,3594081
2018-09-23,8582,905912,501383,978714,481333,273492,3149416
2018-09-24,7816,762696,440184,883086,409643,244369,2747794
2018-09-25,15064,1105570,786658,1240535,683620,494684,4326131
2018-09-26,15546,1105804,813734,1277828,714698,513214,4440824
2018-09-27,15699,1132452,819094,1284533,727142,517414,4496334
2018-09-28,16640,1204138,835354,1399634,770170,539690,4765626
2018-09-29,10992,1031242,636334,1202876,627937,349006,3858387
2018-09-30,10372,1001096,556148,1072214,538748,317522,3496100
2018-10-01,15019,1105622,782872,1229220,682116,492104,4306953
2018-10-02,15250,1129991,798346,1253457,704582,509862,4411488
2018-10-03,15315,1144613,807782,1283942,720026,519578,4491256
2018-10-04,15452,1137569,814314,1293728,731921,519050,4512034
2018-10-05,16406,1274800,851981,1442919,789379,545713,4921198
2018-10-06,11666,1214631,693252,1295335,658701,382897,4256482
2018-10-07,9772,988554,554284,1069460,526758,303576,3452404
2018-10-08,14960,1095288,785599,1250299,692935,492622,4331703
2018-10-09,16109,1173285,841458,1344679,748769,536870,4661170
2018-10-10,8806,919926,541372,1072040,535110,311545,3388799
2018-10-11,15588,1113379,808574,1282895,714153,513736,4448325
2018-10-12,16698,1232530,867141,1443902,785290,553402,4898963
2018-10-13,11180,1090494,662440,1254908,646884,357572,4023478
2018-10-14,10351,1013179,555908,1093526,535902,314302,3523168
2018-10-15,14771,1100060,782966,1247092,683949,492442,4321280
2018-10-16,15088,1107866,801658,1268984,706428,511395,4411419
2018-10-17,15530,1106110,819805,1296358,717292,524258,4479353
2018-10-18,15739,1141692,815343,1336483,721634,524132,4555023
2018-10-19,16977,1247014,864792,1469384,776173,552000,4926340
2018-10-20,12196,1164818,701410,1385954,664098,403030,4331506
2018-10-21,11042,1063198,597297,1135330,560568,339312,3706747
2018-10-22,14644,1090474,778131,1239777,677048,490877,4290951
2018-10-23,15276,1098126,805502,1262052,698872,505059,4384887
2018-10-24,15260,1122100,803064,1283458,705186,510208,4439276
2018-10-25,15504,1142798,804619,1311182,712530,514243,4500876
2018-10-26,16256,1260228,847629,1446284,772368,541722,4884487
2018-10-27,11949,1261534,687150,1357510,682229,392169,4392541
2018-10-28,10670,1071449,571768,1120446,540802,327577,3642712
2018-10-29,14820,1106951,783012,1247928,675528,491533,4319772
2018-10-30,15114,1113082,793025,1262276,691550,505796,4380843
2018-10-31,15306,1105006,811152,1303312,705858,521769,4462403
2018-11-01,15429,1101480,812159,1295888,707061,521178,4453195
2018-11-02,16150,1201898,853074,1436231,762265,549608,4819226
2018-11-03,11004,1078404,643154,1238772,615605,380384,3967323
2018-11-04,9670,946334,531686,1031235,500350,308041,3327316
2018-11-05,15184,1088832,786320,1248296,679678,490922,4309232
2018-11-06,15756,1113056,798087,1260984,696084,505548,4389515
2018-11-07,15434,1114736,799147,1270285,699464,513048,4412114
2018-11-08,15486,1131452,808052,1325748,715876,534276,4530890
2018-11-09,16194,1236754,846502,1502385,773428,574246,4949509
2018-11-10,12552,1145315,705220,1389308,649944,434282,4336621
2018-11-11,10210,1016928,569864,1185408,541641,343024,3667075
2018-11-12,15070,1090324,777231,1274837,681135,501216,4339813
2018-11-13,15413,1103650,798734,1273164,696742,515986,4403689
2018-11-14,15407,1119752,807050,1296766,705463,530244,4474682
2018-11-15,15447,1153577,809341,1317408,720532,530347,4546652
2018-11-16,16736,1276616,852744,1531738,774362,572536,5024732
2018-11-17,11979,1107499,671138,1431210,630116,415766,4267708
2018-11-18,11324,1080616,590554,1279178,565626,365037,3892335
2018-11-19,15092,1101008,796260,1325300,685548,523564,4446772
2018-11-20,15312,1120038,796594,1275694,705560,507898,4421096
2018-11-21,15480,1151418,804222,1291442,712781,508692,4484035
2018-11-22,15940,1148936,825519,1337218,740672,521561,4589846
2018-11-23,16887,1320724,865152,1544717,796166,563470,5107116
2018-11-24,9792,993775,583643,1191658,528704,344222,3651794
2018-11-25,10622,982614,544428,1147812,500275,323700,3509451
2018-11-26,15364,1100308,785888,1297285,680975,508133,4387953
2018-11-27,15205,1116398,794142,1273289,697650,505010,4401694
2018-11-28,15379,1136332,805686,1293314,706534,509143,4466388
2018-11-29,15688,1159794,808204,1335753,717815,519926,4557180
2018-11-30,16838,1294314,851844,1483227,775381,552612,4974216
2018-12-01,13058,1201247,703872,1435626,658292,397964,4410059
2018-12-02,10359,1089922,584841,1215214,553512,339024,3792872
2018-12-03,15225,1132100,782157,1256070,677501,489298,4352351
2018-12-04,15318,1142038,801036,1273336,693014,504644,4429386
2018-12-05,16036,1140921,807973,1299778,709532,506378,4480618
2018-12-06,15612,1171520,809024,1317780,716142,513909,4543987
2018-12-07,16557,1300974,873548,1530742,789634,552912,5064367
2018-12-08,12946,1226993,728724,1527682,721112,398701,4616158
2018-12-09,10418,1039589,584312,1303848,568328,322432,3828927
2018-12-10,15412,1132227,782050,1323039,695464,501230,4449422
2018-12-11,15756,1132718,806548,1307779,711889,509325,4484015
2018-12-12,15435,1138730,815062,1336258,724210,517677,4547372
2018-12-13,15723,1166565,820076,1370092,732425,531075,4635956
2018-12-14,17128,1293550,875246,1559262,808059,567386,5120631
2018-12-15,13459,1263888,745560,1740718,723501,427414,4914540
2018-12-16,10324,1101794,600782,1351361,573402,347087,3984750
2018-12-17,15261,1135550,799642,1326849,694383,504497,4476182
2018-12-18,15688,1161778,815199,1334769,720082,520825,4568341
2018-12-19,15658,1182586,821471,1359644,733296,527586,4640241
2018-12-20,15905,1191180,826070,1382293,737424,533151,4686023
2018-12-21,16147,1269555,854624,1484197,778628,553774,4956925
2018-12-22,13938,1229572,798580,1534894,751956,494510,4823450
2018-12-23,10468,1041910,603962,1292795,569146,339974,3858255
2018-12-24,15694,1222288,833764,1448127,740652,529602,4790127
2018-12-25,15536,1238514,830826,1464638,747350,538698,4835562
2018-12-26,15626,1203784,835230,1376929,740104,531792,4703465
2018-12-27,16089,1205010,850383,1392618,757003,541758,4762861
2018-12-28,16586,1310335,877884,1536438,806438,561472,5109153
2018-12-29,11248,1142610,652857,1373782,629864,364386,4174747
2018-12-30,10599,1109050,604484,1338069,589947,327613,3979762
2018-12-31,11307,1368418,663147,1643849,632694,405227,4724642
2019-01-01,892,82815,42040,89731,30584,21335,267397
