line,station,date,people
Orange,古亭,2023-01-01,15665.0
Orange,頂溪,2023-01-01,46169.0
Orange,永安市場,2023-01-01,30672.0
Orange,景安,2023-01-01,30383.0
Orange,南勢角,2023-01-01,26851.0
Orange,民權西路,2023-01-01,9365.5
Orange,忠孝新生,2023-01-01,19306.5
Orange,松江南京,2023-01-01,13354.5
Orange,輔大,2023-01-01,10581.0
Orange,新莊,2023-01-01,15658.0
Orange,頭前庄,2023-01-01,5212.0
Orange,先嗇宮,2023-01-01,3912.0
Orange,三重,2023-01-01,12287.0
Orange,菜寮,2023-01-01,11295.0
Orange,台北橋,2023-01-01,16080.0
Orange,大橋頭站,2023-01-01,19244.0
Orange,中山國小,2023-01-01,20472.0
Orange,行天宮,2023-01-01,28365.0
Orange,東門,2023-01-01,15308.5
Orange,蘆洲,2023-01-01,15668.0
Orange,三民高中,2023-01-01,14864.0
Orange,徐匯中學,2023-01-01,15556.0
Orange,三和國中,2023-01-01,14867.0
Orange,三重國小,2023-01-01,15560.0
Orange,迴龍,2023-01-01,12464.0
Orange,丹鳳,2023-01-01,11523.0
Orange,古亭,2023-01-02,15388.0
Orange,頂溪,2023-01-02,41190.0
Orange,永安市場,2023-01-02,27925.0
Orange,景安,2023-01-02,28162.0
Orange,南勢角,2023-01-02,23438.0
Orange,民權西路,2023-01-02,8478.0
Orange,忠孝新生,2023-01-02,16632.0
Orange,松江南京,2023-01-02,13161.5
Orange,輔大,2023-01-02,9882.0
Orange,新莊,2023-01-02,10432.0
Orange,頭前庄,2023-01-02,4545.0
Orange,先嗇宮,2023-01-02,3559.0
Orange,三重,2023-01-02,8748.0
Orange,菜寮,2023-01-02,10388.0
Orange,台北橋,2023-01-02,13175.0
Orange,大橋頭站,2023-01-02,16684.0
Orange,中山國小,2023-01-02,18169.0
Orange,行天宮,2023-01-02,26383.0
Orange,東門,2023-01-02,13297.5
Orange,蘆洲,2023-01-02,14157.0
Orange,三民高中,2023-01-02,13295.0
Orange,徐匯中學,2023-01-02,14169.0
Orange,三和國中,2023-01-02,13204.0
Orange,三重國小,2023-01-02,13794.0
Orange,迴龍,2023-01-02,10509.0
Orange,丹鳳,2023-01-02,9920.0
Orange,古亭,2023-01-03,30164.0
Orange,頂溪,2023-01-03,66122.0
Orange,永安市場,2023-01-03,48689.0
Orange,景安,2023-01-03,49243.0
Orange,南勢角,2023-01-03,38813.0
Orange,民權西路,2023-01-03,18039.5
Orange,忠孝新生,2023-01-03,26434.0
Orange,松江南京,2023-01-03,39927.5
Orange,輔大,2023-01-03,17951.0
Orange,新莊,2023-01-03,21071.0
Orange,頭前庄,2023-01-03,7875.5
Orange,先嗇宮,2023-01-03,9857.0
Orange,三重,2023-01-03,13677.0
Orange,菜寮,2023-01-03,20049.0
Orange,台北橋,2023-01-03,18137.0
Orange,大橋頭站,2023-01-03,24171.0
Orange,中山國小,2023-01-03,32582.0
Orange,行天宮,2023-01-03,54226.0
Orange,東門,2023-01-03,21584.0
Orange,蘆洲,2023-01-03,27240.0
Orange,三民高中,2023-01-03,23923.0
Orange,徐匯中學,2023-01-03,23797.0
Orange,三和國中,2023-01-03,23586.0
Orange,三重國小,2023-01-03,22395.0
Orange,迴龍,2023-01-03,22451.0
Orange,丹鳳,2023-01-03,18395.0
Orange,古亭,2023-01-04,30731.0
Orange,頂溪,2023-01-04,66866.0
Orange,永安市場,2023-01-04,49359.0
Orange,景安,2023-01-04,49218.0
Orange,南勢角,2023-01-04,39360.0
Orange,民權西路,2023-01-04,18175.5
Orange,忠孝新生,2023-01-04,27175.5
Orange,松江南京,2023-01-04,40871.5
Orange,輔大,2023-01-04,18290.0
Orange,新莊,2023-01-04,21407.0
Orange,頭前庄,2023-01-04,7950.5
Orange,先嗇宮,2023-01-04,10120.0
Orange,三重,2023-01-04,13932.0
Orange,菜寮,2023-01-04,20199.0
Orange,台北橋,2023-01-04,18545.0
Orange,大橋頭站,2023-01-04,24377.0
Orange,中山國小,2023-01-04,33118.0
Orange,行天宮,2023-01-04,55567.0
Orange,東門,2023-01-04,22312.5
Orange,蘆洲,2023-01-04,27368.0
Orange,三民高中,2023-01-04,24507.0
Orange,徐匯中學,2023-01-04,23957.0
Orange,三和國中,2023-01-04,24016.0
Orange,三重國小,2023-01-04,22793.0
Orange,迴龍,2023-01-04,22693.0
Orange,丹鳳,2023-01-04,18576.0
Orange,古亭,2023-01-05,31158.0
Orange,頂溪,2023-01-05,67845.0
Orange,永安市場,2023-01-05,49817.0
Orange,景安,2023-01-05,50084.0
Orange,南勢角,2023-01-05,39474.0
Orange,民權西路,2023-01-05,18340.0
Orange,忠孝新生,2023-01-05,27638.0
Orange,松江南京,2023-01-05,41218.5
Orange,輔大,2023-01-05,18057.0
Orange,新莊,2023-01-05,21535.0
Orange,頭前庄,2023-01-05,7991.0
Orange,先嗇宮,2023-01-05,9990.0
Orange,三重,2023-01-05,14289.0
Orange,菜寮,2023-01-05,20302.0
Orange,台北橋,2023-01-05,18823.0
Orange,大橋頭站,2023-01-05,25016.0
Orange,中山國小,2023-01-05,33199.0
Orange,行天宮,2023-01-05,55651.0
Orange,東門,2023-01-05,22507.5
Orange,蘆洲,2023-01-05,27377.0
Orange,三民高中,2023-01-05,24271.0
Orange,徐匯中學,2023-01-05,24298.0
Orange,三和國中,2023-01-05,23998.0
Orange,三重國小,2023-01-05,22463.0
Orange,迴龍,2023-01-05,22443.0
Orange,丹鳳,2023-01-05,18580.0
Orange,古亭,2023-01-06,31877.5
Orange,頂溪,2023-01-06,69749.0
Orange,永安市場,2023-01-06,51161.0
Orange,景安,2023-01-06,51600.0
Orange,南勢角,2023-01-06,40165.0
Orange,民權西路,2023-01-06,18764.5
Orange,忠孝新生,2023-01-06,28554.0
Orange,松江南京,2023-01-06,42127.5
Orange,輔大,2023-01-06,18473.0
Orange,新莊,2023-01-06,21959.0
Orange,頭前庄,2023-01-06,8164.0
Orange,先嗇宮,2023-01-06,10230.0
Orange,三重,2023-01-06,14700.0
Orange,菜寮,2023-01-06,21106.0
