line,station,date,people
Red,中正紀念堂,2021-01-01,16254.0
Red,台大醫院,2021-01-01,13655.0
Red,台北車站,2021-01-01,122242.0
Red,中山,2021-01-01,41120.5
Red,雙連,2021-01-01,25712.0
Red,民權西路,2021-01-01,15982.5
Red,圓山,2021-01-01,45245.0
Red,劍潭,2021-01-01,42883.0
Red,士林,2021-01-01,38975.0
Red,芝山,2021-01-01,29646.0
Red,明德,2021-01-01,12932.0
Red,石牌,2021-01-01,35345.0
Red,唭哩岸,2021-01-01,9832.0
Red,奇岩,2021-01-01,9716.0
Red,北投,2021-01-01,26670.0
Red,新北投,2021-01-01,16404.0
Red,復興崗,2021-01-01,5011.0
Red,忠義,2021-01-01,2933.0
Red,關渡,2021-01-01,13260.0
Red,竹圍,2021-01-01,12274.0
Red,紅樹林,2021-01-01,19355.0
Red,淡水,2021-01-01,65212.0
Red,象山,2021-01-01,19238.0
Red,台北101/世貿,2021-01-01,46599.0
Red,信義安和,2021-01-01,20815.0
Red,大安森林公園,2021-01-01,11622.0
Red,東門,2021-01-01,16163.5
Red,大安,2021-01-01,11782.5
Red,中正紀念堂,2021-01-02,17694.5
Red,台大醫院,2021-01-02,16937.0
Red,台北車站,2021-01-02,121590.0
Red,中山,2021-01-02,45044.5
Red,雙連,2021-01-02,29464.0
Red,民權西路,2021-01-02,17879.5
Red,圓山,2021-01-02,43230.0
Red,劍潭,2021-01-02,45655.0
Red,士林,2021-01-02,41527.0
Red,芝山,2021-01-02,34388.0
Red,明德,2021-01-02,15330.0
Red,石牌,2021-01-02,38700.0
Red,唭哩岸,2021-01-02,10953.0
Red,奇岩,2021-01-02,10911.0
Red,北投,2021-01-02,29157.0
Red,新北投,2021-01-02,17619.0
Red,復興崗,2021-01-02,5520.0
Red,忠義,2021-01-02,3179.0
Red,關渡,2021-01-02,14636.0
Red,竹圍,2021-01-02,14439.0
Red,紅樹林,2021-01-02,20671.0
Red,淡水,2021-01-02,65832.0
Red,象山,2021-01-02,18312.0
Red,台北101/世貿,2021-01-02,44420.0
Red,信義安和,2021-01-02,23009.0
Red,大安森林公園,2021-01-02,15785.0
Red,東門,2021-01-02,18364.5
Red,大安,2021-01-02,13996.5
Red,中正紀念堂,2021-01-03,17948.5
Red,台大醫院,2021-01-03,15000.0
Red,台北車站,2021-01-03,132143.0
Red,中山,2021-01-03,37004.5
Red,雙連,2021-01-03,23310.0
Red,民權西路,2021-01-03,18439.0
Red,圓山,2021-01-03,46700.0
Red,劍潭,2021-01-03,41116.0
Red,士林,2021-01-03,39838.0
Red,芝山,2021-01-03,31723.0
Red,明德,2021-01-03,14162.0
Red,石牌,2021-01-03,36405.0
Red,唭哩岸,2021-01-03,10647.0
Red,奇岩,2021-01-03,9928.0
Red,北投,2021-01-03,27790.0
Red,新北投,2021-01-03,13283.0
Red,復興崗,2021-01-03,5223.0
Red,忠義,2021-01-03,3088.0
Red,關渡,2021-01-03,14706.0
Red,竹圍,2021-01-03,13762.0
Red,紅樹林,2021-01-03,20694.0
Red,淡水,2021-01-03,71353.0
Red,象山,2021-01-03,17996.0
Red,台北101/世貿,2021-01-03,35618.0
Red,信義安和,2021-01-03,19047.0
Red,大安森林公園,2021-01-03,17686.0
Red,東門,2021-01-03,16841.0
Red,大安,2021-01-03,11998.0
Red,中正紀念堂,2021-01-04,27596.5
Red,台大醫院,2021-01-04,49379.0
Red,台北車站,2021-01-04,123561.0
Red,中山,2021-01-04,38408.5
Red,雙連,2021-01-04,40475.0
