Date,Yellow,Red,Orange,Blue,Green,Brown,Total
2020-01-01,8640,984367,545098,1153838,535210,303416,3530569
2020-01-02,15500,1219460,846946,1377082,758258,532603,4749849
2020-01-03,16880,1311659,890579,1502094,820343,574477,5116032
2020-01-04,12590,1150778,705090,1324738,656624,408355,4258175
2020-01-05,10116,986816,575063,1101892,543162,319684,3536733
2020-01-06,15489,1155990,829540,1310570,718948,511978,4542515
2020-01-07,15679,1172927,846144,1330151,739436,527110,4631447
2020-01-08,16228,1189773,856602,1363852,760794,539538,4726787
2020-01-09,16992,1377074,898786,1459796,865359,557572,5175579
2020-01-10,17522,1393546,918604,1588501,856466,579048,5353687
2020-01-11,10141,982192,623692,1157204,554178,337758,3665165
2020-01-12,10797,932740,576466,1117502,546578,312605,3496688
2020-01-13,16111,1150764,834478,1367590,751990,511922,4632855
2020-01-14,16332,1172639,837550,1370460,762519,523590,4683090
2020-01-15,16692,1174899,844945,1405260,768772,527026,4737594
2020-01-16,16632,1231798,880161,1471758,804995,558802,4964146
2020-01-17,16606,1242320,885097,1532402,814183,560916,5051524
2020-01-18,12421,1093276,719210,1388572,676570,399552,4289601
2020-01-19,83958,946516,613064,1218404,591300,329294,3782536
2020-01-20,58640,1179898,849580,1445366,773732,512256,4819472
2020-01-21,57062,1189778,849411,1446818,763849,518854,4825772
2020-01-22,51739,1119190,799819,1435239,716676,489378,4612041
2020-01-23,45738,717702,457540,874942,400952,238664,2735538
2020-01-24,29358,447916,290947,506704,230160,140998,1646083
2020-01-25,58295,757672,432832,847472,341962,196092,2634325
2020-01-26,38564,610054,359542,731602,298551,167003,2205316
2020-01-27,52724,762786,416364,885104,368001,199743,2684722
2020-01-28,52378,782724,442168,914049,385196,229073,2805588
2020-01-29,45372,700252,432708,854854,374980,218674,2626840
2020-01-30,38442,959400,689415,1168578,603368,404480,3863683
2020-01-31,58138,1014416,724316,1295462,640430,440942,4173704
2020-02-01,97602,867788,552366,1061914,511672,291194,3382536
2020-02-02,95376,778267,479828,916994,442909,256466,2969840
2020-02-03,87024,969274,721123,1200843,627495,435904,4041663
2020-02-04,84386,948938,730326,1191430,633310,440646,4029036
2020-02-05,86302,954269,733154,1198589,640732,439416,4052462
2020-02-06,86791,990985,733308,1206762,641800,442981,4102627
2020-02-07,86986,1003137,751589,1271644,667516,453156,4234028
2020-02-08,72625,724551,510004,934214,470892,269905,2982191
2020-02-09,72400,656826,441373,813090,397663,224230,2605582
2020-02-10,81246,924754,702762,1128468,609494,416126,3862850
2020-02-11,82965,933240,712036,1139412,618257,430159,3916069
2020-02-12,86890,967566,727177,1172936,633633,446002,4034204
2020-02-13,85206,951726,718937,1172436,636118,440272,4004695
2020-02-14,91108,1018970,750822,1280943,692162,457668,4291673
2020-02-15,95409,924144,674506,1165628,619568,383593,3862848
2020-02-16,68962,643172,442174,833373,415513,226388,2629582
2020-02-17,83318,907136,695179,1110119,602649,414402,3812803
2020-02-18,83917,940482,714101,1133820,617886,429322,3919528
2020-02-19,86539,961867,723039,1151692,626430,437602,3987169
2020-02-20,85674,955402,719156,1151552,624939,436367,3973090
2020-02-21,89360,1009011,736986,1227012,654356,449298,4166023
2020-02-22,77040,789096,538120,961458,487060,280208,3132982
2020-02-23,70840,698624,447325,797316,403816,229418,2647339
2020-02-24,80840,924600,693696,1102909,597912,417430,3817387
2020-02-25,84308,969966,736306,1142021,630430,462784,4025815
2020-02-26,85214,969022,740043,1157744,632324,463582,4047929
2020-02-27,89614,1020766,757715,1229888,657368,475359,4230710
2020-02-28,77466,720126,455094,817243,402906,250314,2723149
2020-02-29,76863,724270,451796,795390,399529,246799,2694647
2020-03-01,42713,618847,389756,699287,340206,207586,2298395
2020-03-02,65222,928778,727785,1073602,602358,443121,3840866
2020-03-03,65628,934143,740745,1083020,616348,453230,3893114
2020-03-04,66440,933893,747330,1101376,626088,460032,3935159
2020-03-05,69156,933686,761306,1115946,634768,467434,3982296
2020-03-06,71092,1025868,779619,1215316,670612,479992,4242499
2020-03-07,53332,760347,517188,896647,470980,281960,2980454
2020-03-08,45374,648444,420861,744910,388790,232428,2480807
2020-03-09,65208,924537,730313,1077610,607604,447948,3853220
2020-03-10,69660,920672,762163,1109895,627655,462767,3952812
2020-03-11,66906,954632,759523,1128376,636088,465160,4010685
2020-03-12,67160,947838,756930,1128240,635196,463647,3999011
2020-03-13,75298,1012310,794524,1239824,678790,486214,4286960
2020-03-14,53052,726140,506855,903873,458873,262108,2910901
2020-03-15,47794,699619,438786,776528,397275,242286,2602288
2020-03-16,65148,924574,726178,1069140,600740,442914,3828694
2020-03-17,65388,928678,736140,1077304,606087,449934,3863531
2020-03-18,64886,911230,733859,1075256,605760,446138,3837129
2020-03-19,65248,881838,722837,1052622,595770,440560,3758875
2020-03-20,67128,949866,738714,1132702,619568,449236,3957214
2020-03-21,44136,648025,449087,761870,390958,242662,2536738
2020-03-22,37510,551150,362996,625777,314492,195403,2087328
2020-03-23,60583,834510,678263,982260,546349,411310,3513275
2020-03-24,61042,848166,694699,999233,560778,418808,3582726
2020-03-25,60974,852446,694142,1003490,566444,419502,3596998
2020-03-26,60936,856107,689081,1005436,565244,418278,3595082
2020-03-27,64191,906168,712318,1088032,592078,433808,3796595
2020-03-28,40577,539096,411287,708548,351180,216354,2267042
2020-03-29,36240,527828,355488,612763,303758,192854,2028931
2020-03-30,59902,830357,666301,982553,545406,404754,3489273
2020-03-31,60662,864220,682484,1012890,563190,415394,3598840
2020-04-01,63800,880141,684714,1079988,568317,414326,3691286
2020-04-02,35616,476651,343838,611068,282038,176534,1925745
2020-04-03,33800,456340,324068,560493,266263,170444,1811408
2020-04-04,30076,405952,290936,503495,237584,148341,1616384
2020-04-05,31382,445244,294912,529382,239715,153992,1694627
2020-04-06,59388,796761,650030,948560,523759,394850,3373348
2020-04-07,59584,794253,660586,944103,526862,391752,3377140
2020-04-08,59030,800690,657661,949745,530388,393648,3391162
2020-04-09,58830,805768,655696,950813,527819,394167,3393093
2020-04-10,62990,886395,686348,1050764,567524,416118,3670139
2020-04-11,39540,556426,408898,698779,343691,214721,2262055
2020-04-12,32723,453226,320244,562584,267690,168870,1805337
2020-04-13,59334,802570,651986,941544,520356,391768,3367558
2020-04-14,59441,817962,664534,954276,534572,398396,3429181
2020-04-15,59867,834192,672096,978974,545229,403834,3494192
2020-04-16,60204,842814,670194,980152,547762,405546,3506672
2020-04-17,63728,911793,698956,1073970,581764,422684,3752895
2020-04-18,42506,653327,445501,756139,375728,239472,2512673
2020-04-19,35283,541448,352798,607006,299250,188244,2024029
2020-04-20,60278,822239,663024,959228,527803,398337,3430909
2020-04-21,60262,816788,670898,961767,537238,403740,3450693
2020-04-22,60766,824277,675100,981858,549442,413384,3504827
2020-04-23,62790,837710,691071,1004368,561236,420245,3577420
2020-04-24,66409,896726,709780,1088120,587411,432624,3781070
2020-04-25,41556,603846,429746,725826,368132,224228,2393334
2020-04-26,33857,495033,337035,581822,286350,176980,1911077
2020-04-27,60903,826481,668759,971820,538607,403582,3470152
2020-04-28,62128,860247,687292,1004318,559194,420868,3594047
2020-04-29,62685,879843,694198,1025747,571972,426785,3661230
2020-04-30,64512,919372,709391,1084518,589428,435654,3802875
2020-05-01,47056,755879,516336,861390,429220,293558,2903439
2020-05-02,42102,640519,432571,752190,375486,236666,2479534
2020-05-03,37594,569712,367187,663000,316742,201082,2155317
2020-05-04,61513,857588,679908,1008623,555915,410549,3574096
2020-05-05,63014,884254,698660,1032193,575056,422860,3676037
2020-05-06,63020,893135,705548,1052626,584663,431333,3730325
2020-05-07,63202,903026,708968,1060552,585602,431600,3752950
2020-05-08,68365,996569,743232,1194183,625636,456830,4084815
2020-05-09,46006,693912,475572,854390,406312,256802,2732994
2020-05-10,38861,564626,371587,689948,310428,195968,2171418
2020-05-11,63534,885161,693310,1036838,560545,420500,3659888
2020-05-12,64922,886664,710961,1047511,576168,432164,3718390
2020-05-13,65370,927266,720016,1081238,598798,440658,3833346
2020-05-14,64231,922715,717250,1076396,596862,439482,3816936
2020-05-15,70290,1020506,764262,1223191,649260,471346,4198855
2020-05-16,47254,712554,491802,888439,430880,271090,2842019
2020-05-17,42632,625914,411988,747353,359761,225390,2413038
2020-05-18,64080,877936,699728,1039862,571554,424735,3677895
2020-05-19,66628,890762,726126,1062367,593227,440524,3779634
2020-05-20,66877,939316,737996,1107260,614268,449165,3914882
2020-05-21,66706,925195,733446,1099124,613564,452968,3891003
2020-05-22,72586,970938,761764,1197435,645442,474780,4122945
2020-05-23,51018,681996,503170,899826,439416,262735,2838161
2020-05-24,45544,721610,434468,800130,394920,234664,2631336
2020-05-25,66226,924492,715246,1070208,588468,434488,3799128
2020-05-26,66001,927156,727436,1084540,600752,444894,3850779
2020-05-27,69340,937346,750231,1123734,621214,459688,3961553
2020-05-28,69151,928448,741542,1111772,613206,456297,3920416
2020-05-29,72344,1035735,769759,1255146,661610,482094,4276688
2020-05-30,54002,814938,553598,1022098,484161,290124,3218921
2020-05-31,46286,706888,447758,855594,390242,242494,2689262
2020-06-01,65412,918982,715660,1073100,590032,435253,3798439
2020-06-02,66584,941492,731639,1094769,606582,449448,3890514
2020-06-03,67124,971124,743651,1124694,622856,459301,3988750
2020-06-04,66808,970996,741552,1131051,624006,460228,3994641
2020-06-05,71072,1053858,775784,1257530,666384,482426,4307054
2020-06-06,54336,824437,564400,1009121,494796,296240,3243330
2020-06-07,43446,642250,423756,805937,376411,230645,2522445
2020-06-08,67223,929896,724446,1099412,599703,444600,3865280
2020-06-09,68830,968672,742462,1122238,615763,456290,3974255
2020-06-10,68321,988760,754825,1157485,631193,466108,4066692
2020-06-11,68342,988534,751982,1159438,630819,465172,4064287
2020-06-12,72950,1082858,788890,1286356,681970,495370,4408394
2020-06-13,56114,902096,592458,1055218,518862,311472,3436220
2020-06-14,45560,702026,446357,841150,401815,246482,2683390
2020-06-15,66178,950113,731460,1116622,607906,445925,3918204
2020-06-16,68584,970741,747947,1137488,623456,456512,4004728
2020-06-17,68781,980708,749466,1154224,631455,458112,4042746
2020-06-18,68719,987981,748825,1165387,639870,462798,4073580
2020-06-19,70369,1033786,769213,1231770,670160,474766,4250064
2020-06-20,63982,953162,692455,1184853,604866,398928,3898246
2020-06-21,46316,727086,462456,851824,411629,239934,2739245
2020-06-22,67302,960746,731244,1128489,619091,445977,3952849
2020-06-23,69235,997165,752516,1171212,642548,459158,4091834
2020-06-24,72157,1049789,766758,1257396,666456,469452,4282008
2020-06-25,43113,648457,404466,775132,358450,209814,2439432
2020-06-26,47146,779152,449498,882058,399762,247374,2804990
2020-06-27,50809,800028,477808,922404,428350,259469,2938868
2020-06-28,44564,689538,421271,806135,373531,221820,2556859
2020-06-29,67315,964228,722591,1141238,612432,435362,3943166
2020-06-30,68772,982682,739914,1160694,635666,448731,4036459
2020-07-01,67678,949610,728802,1139445,624948,445952,3956435
2020-07-02,68669,951744,733858,1150342,637222,455494,3997329
2020-07-03,73861,1049494,773996,1287742,684407,477719,4347219
2020-07-04,55564,885606,572849,1066096,513252,303936,3397303
2020-07-05,46620,747153,467188,884952,409710,246274,2801897
2020-07-06,67928,960742,716380,1144963,617174,437682,3944869
2020-07-07,68593,968867,730004,1163584,634034,453620,4018702
2020-07-08,69106,970114,736638,1175663,645842,462566,4059929
2020-07-09,69924,979927,736813,1184856,647292,457424,4076236
2020-07-10,75080,1065558,776639,1330325,691234,495282,4434118
2020-07-11,56154,856888,569442,1078971,511100,321652,3394207
2020-07-12,48408,734424,468068,914126,422408,258620,2846054
