line,station,date,people
Blue,台北車站,2022-01-01,110275.0
Blue,頂埔,2022-01-01,10619.0
Blue,永寧,2022-01-01,17775.0
Blue,土城,2022-01-01,10120.0
Blue,海山,2022-01-01,27765.0
Blue,亞東醫院,2022-01-01,23109.0
Blue,府中,2022-01-01,42162.0
Blue,板橋,2022-01-01,95845.0
Blue,新埔,2022-01-01,45563.0
Blue,江子翠,2022-01-01,31255.0
Blue,龍山寺,2022-01-01,46665.0
Blue,西門,2022-01-01,80794.5
Blue,善導寺,2022-01-01,20497.0
Blue,忠孝新生,2022-01-01,26284.0
Blue,忠孝敦化,2022-01-01,42829.0
Blue,國父紀念館,2022-01-01,24703.0
Blue,市政府,2022-01-01,96690.0
Blue,永春,2022-01-01,22532.0
Blue,後山埤,2022-01-01,20822.0
Blue,昆陽,2022-01-01,12684.0
Blue,南港,2022-01-01,26715.0
Blue,忠孝復興,2022-01-01,39980.0
Blue,南港展覽館,2022-01-01,16506.0
Blue,台北車站,2022-01-02,106704.5
Blue,頂埔,2022-01-02,10308.0
Blue,永寧,2022-01-02,15656.0
Blue,土城,2022-01-02,9037.0
Blue,海山,2022-01-02,25369.0
Blue,亞東醫院,2022-01-02,20965.0
Blue,府中,2022-01-02,35406.0
Blue,板橋,2022-01-02,80485.0
Blue,新埔,2022-01-02,41715.0
Blue,江子翠,2022-01-02,29133.0
Blue,龍山寺,2022-01-02,37662.0
Blue,西門,2022-01-02,58310.0
Blue,善導寺,2022-01-02,17537.0
Blue,忠孝新生,2022-01-02,21980.0
Blue,忠孝敦化,2022-01-02,35868.0
Blue,國父紀念館,2022-01-02,22352.0
Blue,市政府,2022-01-02,77491.0
Blue,永春,2022-01-02,20873.0
Blue,後山埤,2022-01-02,18764.0
Blue,昆陽,2022-01-02,11871.0
Blue,南港,2022-01-02,25800.0
Blue,忠孝復興,2022-01-02,34012.0
Blue,南港展覽館,2022-01-02,14569.0
Blue,台北車站,2022-01-03,95965.5
Blue,頂埔,2022-01-03,17822.0
Blue,永寧,2022-01-03,24074.0
Blue,土城,2022-01-03,14405.0
Blue,海山,2022-01-03,41988.0
Blue,亞東醫院,2022-01-03,46195.0
Blue,府中,2022-01-03,48126.0
Blue,板橋,2022-01-03,79017.0
Blue,新埔,2022-01-03,71477.0
Blue,江子翠,2022-01-03,47311.0
Blue,龍山寺,2022-01-03,45873.0
Blue,西門,2022-01-03,50921.0
Blue,善導寺,2022-01-03,38438.0
Blue,忠孝新生,2022-01-03,31028.5
Blue,忠孝敦化,2022-01-03,52645.0
Blue,國父紀念館,2022-01-03,32391.0
Blue,市政府,2022-01-03,98714.0
Blue,永春,2022-01-03,36167.0
Blue,後山埤,2022-01-03,27962.0
Blue,昆陽,2022-01-03,26149.0
Blue,南港,2022-01-03,34292.0
Blue,忠孝復興,2022-01-03,38430.5
Blue,南港展覽館,2022-01-03,30250.0
Blue,台北車站,2022-01-04,90677.5
Blue,頂埔,2022-01-04,17847.0
Blue,永寧,2022-01-04,23866.0
Blue,土城,2022-01-04,14686.0
Blue,海山,2022-01-04,43006.0
Blue,亞東醫院,2022-01-04,47864.0
Blue,府中,2022-01-04,50475.0
Blue,板橋,2022-01-04,77698.0
Blue,新埔,2022-01-04,73186.0
Blue,江子翠,2022-01-04,48825.0
